subject;age;setsize;condition;totalCases;mean_answer_correct;mean_response_time;median_response_time;sum_answer_correct;sum_of_changes;sum_of_noChanges;falseAlarm;correct_rejections;miss;hit;totalOfChange;totalOfHit;falseAlarmRate;hitRate;k;kPashler;joinKey
216;old;4;1;48;0,9375000;1102,0000; 991,0;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 3,5000000; 4,0000000;2164
216;old;4;2;48;0,6458333;1100,9375; 956,0;31;24;24; 4;20;13;11;24;24;0,16666667;0,4583333; 1,1666667; 1,4000000;2164
216;old;4;3;48;0,6250000;1217,9583;1067,5;30;24;24; 2;22;16; 8;24;24;0,08333333;0,3333333; 1,0000000; 1,0909091;2164
216;old;4;4;48;0,8333333;1259,8958;1101,0;40;24;24; 2;22; 6;18;24;24;0,08333333;0,7500000; 2,6666667; 2,9090909;2164
216;old;6;1;48;0,7916667;1261,4167;1119,0;38;24;24; 7;17; 3;21;24;24;0,29166667;0,8750000; 3,5000000; 4,9411765;2166
216;old;6;2;48;0,6875000;1465,6042;1250,0;33;24;24; 5;19;10;14;24;24;0,20833333;0,5833333; 2,2500000; 2,8421053;2166
216;old;6;3;48;0,5416667;1205,2917;1044,5;26;24;24; 8;16;14;10;24;24;0,33333333;0,4166667; 0,5000000; 0,7500000;2166
216;old;6;4;48;0,6666667;1266,2500;1086,5;32;24;24; 6;18;10;14;24;24;0,25000000;0,5833333; 2,0000000; 2,6666667;2166
217;old;2;1;48;1,0000000; 982,8750; 949,5;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;2172
217;old;2;2;48;0,7916667;1040,2917;1014,5;38;24;24; 0;24;10;14;24;24;0,00000000;0,5833333; 1,1666667; 1,1666667;2172
217;old;2;3;48;0,8541667;1100,8958;1061,0;41;24;24; 1;23; 6;18;24;24;0,04166667;0,7500000; 1,4166667; 1,4782609;2172
217;old;2;4;48;0,9791667;1035,2917;1008,0;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;2172
217;old;4;1;48;0,8750000;1150,4792;1028,5;42;24;24; 5;19; 1;23;24;24;0,20833333;0,9583333; 3,0000000; 3,7894737;2174
217;old;4;2;48;0,6041667;1287,2708;1308,0;29;24;24; 8;16;11;13;24;24;0,33333333;0,5416667; 0,8333333; 1,2500000;2174
217;old;4;3;48;0,7500000;1180,5000;1122,5;36;24;24; 3;21; 9;15;24;24;0,12500000;0,6250000; 2,0000000; 2,2857143;2174
217;old;4;4;48;0,8541667;1138,7917;1087,0;41;24;24; 6;18; 1;23;24;24;0,25000000;0,9583333; 2,8333333; 3,7777778;2174
217;old;6;1;48;0,8125000;1113,8542;1081,0;39;24;24; 8;16; 1;23;24;24;0,33333333;0,9583333; 3,7500000; 5,6250000;2176
217;old;6;2;48;0,5416667;1242,6667;1198,5;26;24;24;10;14;12;12;24;24;0,41666667;0,5000000; 0,5000000; 0,8571429;2176
217;old;6;3;48;0,6666667;1151,5417;1097,5;32;24;24; 6;18;10;14;24;24;0,25000000;0,5833333; 2,0000000; 2,6666667;2176
217;old;6;4;48;0,8958333;1199,8542;1148,0;43;24;24; 3;21; 2;22;24;24;0,12500000;0,9166667; 4,7500000; 5,4285714;2176
218;old;2;1;48;0,9791667;1840,9375;1585,0;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;2182
218;old;2;2;48;0,9166667;2062,5833;1823,5;44;24;24; 1;23; 3;21;24;24;0,04166667;0,8750000; 1,6666667; 1,7391304;2182
218;old;2;3;48;0,8958333;2207,5625;1795,5;43;24;24; 1;23; 4;20;24;24;0,04166667;0,8333333; 1,5833333; 1,6521739;2182
218;old;2;4;48;0,9166667;2178,2500;1823,5;44;24;24; 2;22; 2;22;24;24;0,08333333;0,9166667; 1,6666667; 1,8181818;2182
218;old;4;1;48;0,8958333;2020,3542;1866,0;43;24;24; 5;19; 0;24;24;24;0,20833333;1,0000000; 3,1666667; 4,0000000;2184
218;old;4;2;48;0,7500000;2645,0625;2075,0;36;24;24; 9;15; 3;21;24;24;0,37500000;0,8750000; 2,0000000; 3,2000000;2184
218;old;4;3;48;0,8333333;2471,4792;2019,0;40;24;24; 5;19; 3;21;24;24;0,20833333;0,8750000; 2,6666667; 3,3684211;2184
218;old;4;4;48;0,7708333;2637,1250;2023,5;37;24;24; 9;15; 2;22;24;24;0,37500000;0,9166667; 2,1666667; 3,4666667;2184
218;old;6;1;48;0,7083333;2317,1667;1882,5;34;24;24;13;11; 1;23;24;24;0,54166667;0,9583333; 2,5000000; 5,4545455;2186
218;old;6;2;48;0,7291667;2401,9375;1847,5;35;24;24; 9;15; 4;20;24;24;0,37500000;0,8333333; 2,7500000; 4,4000000;2186
218;old;6;3;48;0,7083333;2409,7500;2092,0;34;24;24;11;13; 3;21;24;24;0,45833333;0,8750000; 2,5000000; 4,6153846;2186
218;old;6;4;48;0,7083333;2413,2083;1994,0;34;24;24;12;12; 2;22;24;24;0,50000000;0,9166667; 2,5000000; 5,0000000;2186
219;old;2;1;48;1,0000000;1118,0833; 959,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;2192
219;old;2;2;48;0,9583333;1277,0625;1004,0;46;24;24; 0;24; 2;22;24;24;0,00000000;0,9166667; 1,8333333; 1,8333333;2192
219;old;2;3;48;0,8541667;1210,1250;1141,0;41;24;24; 0;24; 7;17;24;24;0,00000000;0,7083333; 1,4166667; 1,4166667;2192
219;old;2;4;48;0,9791667;1281,4375; 986,5;47;24;24; 0;24; 1;23;24;24;0,00000000;0,9583333; 1,9166667; 1,9166667;2192
219;old;4;1;48;0,9583333;1565,0625;1128,0;46;24;24; 1;23; 1;23;24;24;0,04166667;0,9583333; 3,6666667; 3,8260870;2194
219;old;4;2;48;0,8333333;1358,4792;1116,0;40;24;24; 1;23; 7;17;24;24;0,04166667;0,7083333; 2,6666667; 2,7826087;2194
219;old;4;3;48;0,6250000;1340,4583;1141,0;30;24;24; 2;22;16; 8;24;24;0,08333333;0,3333333; 1,0000000; 1,0909091;2194
219;old;4;4;48;0,8958333;1260,3333;1040,0;43;24;24; 0;24; 5;19;24;24;0,00000000;0,7916667; 3,1666667; 3,1666667;2194
219;old;6;1;48;0,8333333;1381,0000;1131,0;40;24;24; 4;20; 4;20;24;24;0,16666667;0,8333333; 4,0000000; 4,8000000;2196
219;old;6;2;48;0,7083333;1353,2917;1146,5;34;24;24; 2;22;12;12;24;24;0,08333333;0,5000000; 2,5000000; 2,7272727;2196
219;old;6;3;48;0,6666667;1227,6042;1175,5;32;24;24; 2;22;14;10;24;24;0,08333333;0,4166667; 2,0000000; 2,1818182;2196
219;old;6;4;48;0,7291667;1244,5208;1064,0;35;24;24; 3;21;10;14;24;24;0,12500000;0,5833333; 2,7500000; 3,1428571;2196
220;old;2;1;48;1,0000000;1473,5833;1330,5;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;2202
220;old;2;2;48;0,9583333;1637,8125;1460,0;46;24;24; 0;24; 2;22;24;24;0,00000000;0,9166667; 1,8333333; 1,8333333;2202
220;old;2;3;48;0,8541667;1934,0833;1560,5;41;24;24; 1;23; 6;18;24;24;0,04166667;0,7500000; 1,4166667; 1,4782609;2202
220;old;2;4;48;0,9583333;1795,6458;1567,0;46;24;24; 0;24; 2;22;24;24;0,00000000;0,9166667; 1,8333333; 1,8333333;2202
220;old;4;1;48;0,8750000;1642,2500;1408,0;42;24;24; 6;18; 0;24;24;24;0,25000000;1,0000000; 3,0000000; 4,0000000;2204
220;old;4;2;48;0,7708333;1852,1667;1557,5;37;24;24; 4;20; 7;17;24;24;0,16666667;0,7083333; 2,1666667; 2,6000000;2204
220;old;4;3;48;0,6666667;1962,5417;1631,5;32;24;24; 8;16; 8;16;24;24;0,33333333;0,6666667; 1,3333333; 2,0000000;2204
220;old;4;4;48;0,8125000;1795,8750;1549,0;39;24;24; 4;20; 5;19;24;24;0,16666667;0,7916667; 2,5000000; 3,0000000;2204
220;old;6;1;48;0,7708333;1882,5833;1611,0;37;24;24;11;13; 0;24;24;24;0,45833333;1,0000000; 3,2500000; 6,0000000;2206
220;old;6;2;48;0,6250000;1909,6458;1549,0;30;24;24; 8;16;10;14;24;24;0,33333333;0,5833333; 1,5000000; 2,2500000;2206
220;old;6;3;48;0,7083333;2058,6667;1841,5;34;24;24; 8;16; 6;18;24;24;0,33333333;0,7500000; 2,5000000; 3,7500000;2206
220;old;6;4;48;0,6666667;1803,2917;1529,5;32;24;24;11;13; 5;19;24;24;0,45833333;0,7916667; 2,0000000; 3,6923077;2206
