subject;age;setsize;condition;totalCases;mean_answer_correct;mean_response_time;median_response_time;sum_answer_correct;sum_of_changes;sum_of_noChanges;falseAlarm;correct_rejections;miss;hit;totalOfChange;totalOfHit;falseAlarmRate;hitRate;k;kPashler;joinKey
101;young;2;1;48;1,0000000; 904,7083; 815,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1012
101;young;2;2;48;1,0000000; 955,4792; 876,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1012
101;young;2;3;48;0,9791667;1092,0625; 900,5;47;24;24; 0;24; 1;23;24;24;0,00000000;0,9583333; 1,9166667; 1,9166667;1012
101;young;2;4;48;0,9791667; 849,6250; 803,5;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;1012
101;young;4;1;48;1,0000000; 970,2083; 929,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 4,0000000; 4,0000000;1014
101;young;4;2;48;0,8958333;1296,0000;1007,5;43;24;24; 3;21; 2;22;24;24;0,12500000;0,9166667; 3,1666667; 3,6190476;1014
101;young;4;3;48;0,8541667;1311,8125;1122,0;41;24;24; 1;23; 6;18;24;24;0,04166667;0,7500000; 2,8333333; 2,9565217;1014
101;young;4;4;48;0,9375000; 976,9375; 903,5;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 3,5000000; 4,0000000;1014
101;young;6;1;48;0,7708333;1312,4792; 950,5;37;24;24;11;13; 0;24;24;24;0,45833333;1,0000000; 3,2500000; 6,0000000;1016
101;young;6;2;48;0,8541667;1127,2917;1020,5;41;24;24; 4;20; 3;21;24;24;0,16666667;0,8750000; 4,2500000; 5,1000000;1016
101;young;6;3;48;0,7291667;1359,6875;1146,0;35;24;24;11;13; 2;22;24;24;0,45833333;0,9166667; 2,7500000; 5,0769231;1016
101;young;6;4;48;0,8541667;1164,4167; 898,5;41;24;24; 7;17; 0;24;24;24;0,29166667;1,0000000; 4,2500000; 6,0000000;1016
102;young;2;1;48;1,0000000; 907,3125; 836,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1022
102;young;2;2;48;0,9375000;1141,5417; 987,0;45;24;24; 0;24; 3;21;24;24;0,00000000;0,8750000; 1,7500000; 1,7500000;1022
102;young;2;3;48;0,9166667;1036,4167; 991,5;44;24;24; 2;22; 2;22;24;24;0,08333333;0,9166667; 1,6666667; 1,8181818;1022
102;young;2;4;48;0,9791667;1013,4375; 914,5;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;1022
102;young;4;1;48;0,9375000;1043,9167; 954,0;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 3,5000000; 4,0000000;1024
102;young;4;2;48;0,9583333;1527,2708;1071,5;46;24;24; 0;24; 2;22;24;24;0,00000000;0,9166667; 3,6666667; 3,6666667;1024
102;young;4;3;48;0,6666667;1253,5417;1132,0;32;24;24; 7;17; 9;15;24;24;0,29166667;0,6250000; 1,3333333; 1,8823529;1024
102;young;4;4;48;0,9375000;1040,0833; 917,5;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 3,5000000; 4,0000000;1024
102;young;6;1;48;0,8958333;1277,3333;1015,5;43;24;24; 5;19; 0;24;24;24;0,20833333;1,0000000; 4,7500000; 6,0000000;1026
102;young;6;2;48;0,7291667;1242,4583;1035,0;35;24;24; 6;18; 7;17;24;24;0,25000000;0,7083333; 2,7500000; 3,6666667;1026
102;young;6;3;48;0,7083333;1531,2083;1141,5;34;24;24; 6;18; 8;16;24;24;0,25000000;0,6666667; 2,5000000; 3,3333333;1026
102;young;6;4;48;0,8333333;1245,6250; 946,0;40;24;24; 2;22; 6;18;24;24;0,08333333;0,7500000; 4,0000000; 4,3636364;1026
103;young;2;1;48;1,0000000; 938,6875; 796,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1032
103;young;2;2;48;0,9791667;1141,1250; 933,5;47;24;24; 0;24; 1;23;24;24;0,00000000;0,9583333; 1,9166667; 1,9166667;1032
103;young;2;3;48;0,9583333;1160,8125; 970,5;46;24;24; 0;24; 2;22;24;24;0,00000000;0,9166667; 1,8333333; 1,8333333;1032
103;young;2;4;48;0,9791667; 939,8542; 818,0;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;1032
103;young;4;1;48;0,9166667;1278,7708; 888,0;44;24;24; 3;21; 1;23;24;24;0,12500000;0,9583333; 3,3333333; 3,8095238;1034
103;young;4;2;48;0,8958333;1205,2917; 936,5;43;24;24; 1;23; 4;20;24;24;0,04166667;0,8333333; 3,1666667; 3,3043478;1034
103;young;4;3;48;0,8125000;1394,2292;1039,5;39;24;24; 3;21; 6;18;24;24;0,12500000;0,7500000; 2,5000000; 2,8571429;1034
103;young;4;4;48;0,9791667;1155,6250; 882,5;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 3,8333333; 4,0000000;1034
103;young;6;1;48;0,8750000;1218,6042; 936,5;42;24;24; 5;19; 1;23;24;24;0,20833333;0,9583333; 4,5000000; 5,6842105;1036
103;young;6;2;48;0,7708333;1375,3125;1048,5;37;24;24; 5;19; 6;18;24;24;0,20833333;0,7500000; 3,2500000; 4,1052632;1036
103;young;6;3;48;0,8541667;1280,5000;1044,0;41;24;24; 4;20; 3;21;24;24;0,16666667;0,8750000; 4,2500000; 5,1000000;1036
103;young;6;4;48;0,8125000;1313,8542; 958,5;39;24;24; 6;18; 3;21;24;24;0,25000000;0,8750000; 3,7500000; 5,0000000;1036
104;young;2;1;48;1,0000000; 552,9375; 520,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1042
104;young;2;2;48;0,9166667; 723,2500; 581,5;44;24;24; 2;22; 2;22;24;24;0,08333333;0,9166667; 1,6666667; 1,8181818;1042
104;young;2;3;48;0,8750000; 767,9375; 630,5;42;24;24; 0;24; 6;18;24;24;0,00000000;0,7500000; 1,5000000; 1,5000000;1042
104;young;2;4;48;0,9791667; 627,2917; 636,0;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;1042
104;young;4;1;48;0,9375000; 702,1250; 630,0;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 3,5000000; 4,0000000;1044
104;young;4;2;48;0,7500000; 876,8542; 678,5;36;24;24; 3;21; 9;15;24;24;0,12500000;0,6250000; 2,0000000; 2,2857143;1044
104;young;4;3;48;0,8125000; 916,2292; 710,5;39;24;24; 1;23; 8;16;24;24;0,04166667;0,6666667; 2,5000000; 2,6086957;1044
104;young;4;4;48;0,8958333; 776,5833; 666,5;43;24;24; 0;24; 5;19;24;24;0,00000000;0,7916667; 3,1666667; 3,1666667;1044
104;young;6;1;48;0,8541667; 887,7500; 704,0;41;24;24; 7;17; 0;24;24;24;0,29166667;1,0000000; 4,2500000; 6,0000000;1046
104;young;6;2;48;0,7291667; 894,5625; 765,0;35;24;24; 5;19; 8;16;24;24;0,20833333;0,6666667; 2,7500000; 3,4736842;1046
104;young;6;3;48;0,6666667; 809,8125; 694,0;32;24;24;10;14; 6;18;24;24;0,41666667;0,7500000; 2,0000000; 3,4285714;1046
104;young;6;4;48;0,7500000; 859,3750; 739,5;36;24;24;10;14; 2;22;24;24;0,41666667;0,9166667; 3,0000000; 5,1428571;1046
105;young;2;1;48;0,9791667; 608,7083; 524,5;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;1052
105;young;2;2;48;0,9166667; 616,1875; 583,0;44;24;24; 3;21; 1;23;24;24;0,12500000;0,9583333; 1,6666667; 1,9047619;1052
105;young;2;3;48;0,8333333; 702,8958; 666,0;40;24;24; 1;23; 7;17;24;24;0,04166667;0,7083333; 1,3333333; 1,3913043;1052
105;young;2;4;48;0,9583333; 688,8542; 592,0;46;24;24; 1;23; 1;23;24;24;0,04166667;0,9583333; 1,8333333; 1,9130435;1052
105;young;4;1;48;0,8958333; 646,3542; 612,5;43;24;24; 5;19; 0;24;24;24;0,20833333;1,0000000; 3,1666667; 4,0000000;1054
105;young;4;2;48;0,8333333; 886,8958; 692,0;40;24;24; 4;20; 4;20;24;24;0,16666667;0,8333333; 2,6666667; 3,2000000;1054
105;young;4;3;48;0,7500000; 737,8750; 700,0;36;24;24; 8;16; 4;20;24;24;0,33333333;0,8333333; 2,0000000; 3,0000000;1054
105;young;4;4;48;0,7083333; 681,8958; 645,5;34;24;24; 9;15; 5;19;24;24;0,37500000;0,7916667; 1,6666667; 2,6666667;1054
105;young;6;1;48;0,6875000; 756,4375; 644,5;33;24;24;15; 9; 0;24;24;24;0,62500000;1,0000000; 2,2500000; 6,0000000;1056
105;young;6;2;48;0,5833333; 709,7708; 630,5;28;24;24;17; 7; 3;21;24;24;0,70833333;0,8750000; 1,0000000; 3,4285714;1056
105;young;6;3;48;0,7083333; 738,7917; 635,5;34;24;24;11;13; 3;21;24;24;0,45833333;0,8750000; 2,5000000; 4,6153846;1056
105;young;6;4;48;0,7708333; 848,6667; 706,0;37;24;24; 8;16; 3;21;24;24;0,33333333;0,8750000; 3,2500000; 4,8750000;1056
106;young;2;1;48;0,9791667; 799,0625; 722,0;47;24;24; 0;24; 1;23;24;24;0,00000000;0,9583333; 1,9166667; 1,9166667;1062
106;young;2;2;48;1,0000000; 748,9375; 677,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1062
106;young;2;3;48;0,8958333; 897,9792; 819,0;43;24;24; 0;24; 5;19;24;24;0,00000000;0,7916667; 1,5833333; 1,5833333;1062
106;young;2;4;48;1,0000000; 738,5417; 657,5;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1062
106;young;4;1;48;0,9791667; 804,2708; 734,0;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 3,8333333; 4,0000000;1064
106;young;4;2;48;0,8541667; 882,9167; 734,5;41;24;24; 2;22; 5;19;24;24;0,08333333;0,7916667; 2,8333333; 3,0909091;1064
106;young;4;3;48;0,8333333; 915,0625; 855,0;40;24;24; 2;22; 6;18;24;24;0,08333333;0,7500000; 2,6666667; 2,9090909;1064
106;young;4;4;48;0,9375000; 884,6667; 775,0;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 3,5000000; 4,0000000;1064
106;young;6;1;48;0,8750000; 918,4167; 793,5;42;24;24; 6;18; 0;24;24;24;0,25000000;1,0000000; 4,5000000; 6,0000000;1066
106;young;6;2;48;0,7916667; 967,6042; 822,0;38;24;24; 8;16; 2;22;24;24;0,33333333;0,9166667; 3,5000000; 5,2500000;1066
106;young;6;3;48;0,6875000;1265,6667;1011,0;33;24;24; 4;20;11;13;24;24;0,16666667;0,5416667; 2,2500000; 2,7000000;1066
106;young;6;4;48;0,8750000;1020,2500; 809,0;42;24;24; 4;20; 2;22;24;24;0,16666667;0,9166667; 4,5000000; 5,4000000;1066
107;young;2;1;48;1,0000000; 909,3125; 732,5;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1072
107;young;2;2;48;0,8750000;1135,6250; 881,5;42;24;24; 0;24; 6;18;24;24;0,00000000;0,7500000; 1,5000000; 1,5000000;1072
107;young;2;3;48;0,7708333;1087,6042; 863,5;37;24;24; 0;24;11;13;24;24;0,00000000;0,5416667; 1,0833333; 1,0833333;1072
107;young;2;4;48;0,9791667;1152,3125; 809,5;47;24;24; 0;24; 1;23;24;24;0,00000000;0,9583333; 1,9166667; 1,9166667;1072
107;young;4;1;48;0,9166667;1039,4583; 932,0;44;24;24; 4;20; 0;24;24;24;0,16666667;1,0000000; 3,3333333; 4,0000000;1074
107;young;4;2;48;0,8750000;1046,3750; 924,0;42;24;24; 2;22; 4;20;24;24;0,08333333;0,8333333; 3,0000000; 3,2727273;1074
107;young;4;3;48;0,7500000;1330,2083;1153,5;36;24;24; 2;22;10;14;24;24;0,08333333;0,5833333; 2,0000000; 2,1818182;1074
107;young;4;4;48;0,8958333;1251,9375;1077,5;43;24;24; 1;23; 4;20;24;24;0,04166667;0,8333333; 3,1666667; 3,3043478;1074
107;young;6;1;48;0,8333333;1264,9792;1101,0;40;24;24; 6;18; 2;22;24;24;0,25000000;0,9166667; 4,0000000; 5,3333333;1076
107;young;6;2;48;0,6666667;1264,2917;1116,0;32;24;24; 7;17; 9;15;24;24;0,29166667;0,6250000; 2,0000000; 2,8235294;1076
107;young;6;3;48;0,7291667;1315,4583;1078,5;35;24;24; 3;21;10;14;24;24;0,12500000;0,5833333; 2,7500000; 3,1428571;1076
107;young;6;4;48;0,7708333;1237,6458;1148,5;37;24;24;10;14; 1;23;24;24;0,41666667;0,9583333; 3,2500000; 5,5714286;1076
108;young;2;1;48;0,9583333; 638,9792; 575,0;46;24;24; 2;22; 0;24;24;24;0,08333333;1,0000000; 1,8333333; 2,0000000;1082
108;young;2;2;48;0,9166667; 687,4792; 609,5;44;24;24; 1;23; 3;21;24;24;0,04166667;0,8750000; 1,6666667; 1,7391304;1082
108;young;2;3;48;0,8750000; 833,5625; 742,5;42;24;24; 1;23; 5;19;24;24;0,04166667;0,7916667; 1,5000000; 1,5652174;1082
108;young;2;4;48;0,9583333; 705,9583; 629,0;46;24;24; 1;23; 1;23;24;24;0,04166667;0,9583333; 1,8333333; 1,9130435;1082
108;young;4;1;48;0,8750000; 700,3333; 602,5;42;24;24; 5;19; 1;23;24;24;0,20833333;0,9583333; 3,0000000; 3,7894737;1084
108;young;4;2;48;0,7916667; 796,5208; 673,0;38;24;24; 1;23; 9;15;24;24;0,04166667;0,6250000; 2,3333333; 2,4347826;1084
108;young;4;3;48;0,7916667; 830,9167; 767,0;38;24;24; 2;22; 8;16;24;24;0,08333333;0,6666667; 2,3333333; 2,5454545;1084
108;young;4;4;48;0,8125000; 790,7708; 707,0;39;24;24; 4;20; 5;19;24;24;0,16666667;0,7916667; 2,5000000; 3,0000000;1084
108;young;6;1;48;0,8125000; 749,1042; 665,0;39;24;24; 8;16; 1;23;24;24;0,33333333;0,9583333; 3,7500000; 5,6250000;1086
108;young;6;2;48;0,7291667; 759,9792; 747,5;35;24;24; 7;17; 6;18;24;24;0,29166667;0,7500000; 2,7500000; 3,8823529;1086
108;young;6;3;48;0,5208333; 861,3125; 713,5;25;24;24; 8;16;15; 9;24;24;0,33333333;0,3750000; 0,2500000; 0,3750000;1086
108;young;6;4;48;0,8125000; 771,8542; 656,0;39;24;24; 6;18; 3;21;24;24;0,25000000;0,8750000; 3,7500000; 5,0000000;1086
109;young;2;1;48;0,9375000; 554,5000; 520,0;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 1,7500000; 2,0000000;1092
109;young;2;2;48;0,8958333; 831,7917; 593,0;43;24;24; 2;22; 3;21;24;24;0,08333333;0,8750000; 1,5833333; 1,7272727;1092
109;young;2;3;48;0,8333333; 634,6875; 552,5;40;24;24; 3;21; 5;19;24;24;0,12500000;0,7916667; 1,3333333; 1,5238095;1092
109;young;2;4;48;0,9791667; 564,7500; 553,0;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;1092
109;young;4;1;48;0,8958333; 589,7083; 551,0;43;24;24; 5;19; 0;24;24;24;0,20833333;1,0000000; 3,1666667; 4,0000000;1094
109;young;4;2;48;0,8541667; 687,6042; 630,5;41;24;24; 4;20; 3;21;24;24;0,16666667;0,8750000; 2,8333333; 3,4000000;1094
109;young;4;3;48;0,7291667; 763,0833; 650,5;35;24;24; 2;22;11;13;24;24;0,08333333;0,5416667; 1,8333333; 2,0000000;1094
109;young;4;4;48;0,8958333; 613,5625; 620,5;43;24;24; 5;19; 0;24;24;24;0,20833333;1,0000000; 3,1666667; 4,0000000;1094
109;young;6;1;48;0,7916667; 653,8125; 572,5;38;24;24;10;14; 0;24;24;24;0,41666667;1,0000000; 3,5000000; 6,0000000;1096
109;young;6;2;48;0,7500000; 711,2500; 678,5;36;24;24; 9;15; 3;21;24;24;0,37500000;0,8750000; 3,0000000; 4,8000000;1096
109;young;6;3;48;0,7708333; 835,6458; 720,5;37;24;24; 6;18; 5;19;24;24;0,25000000;0,7916667; 3,2500000; 4,3333333;1096
109;young;6;4;48;0,7708333; 653,8333; 641,5;37;24;24;11;13; 0;24;24;24;0,45833333;1,0000000; 3,2500000; 6,0000000;1096
110;young;2;1;48;0,9583333; 745,5208; 624,5;46;24;24; 2;22; 0;24;24;24;0,08333333;1,0000000; 1,8333333; 2,0000000;1102
110;young;2;2;48;0,9375000; 799,1250; 701,0;45;24;24; 0;24; 3;21;24;24;0,00000000;0,8750000; 1,7500000; 1,7500000;1102
110;young;2;3;48;0,8333333; 826,6667; 748,5;40;24;24; 2;22; 6;18;24;24;0,08333333;0,7500000; 1,3333333; 1,4545455;1102
110;young;2;4;48;0,9583333; 774,2292; 658,0;46;24;24; 1;23; 1;23;24;24;0,04166667;0,9583333; 1,8333333; 1,9130435;1102
110;young;4;1;48;0,9375000; 698,9375; 645,5;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 3,5000000; 4,0000000;1104
110;young;4;2;48;0,8333333; 807,2083; 687,5;40;24;24; 2;22; 6;18;24;24;0,08333333;0,7500000; 2,6666667; 2,9090909;1104
110;young;4;3;48;0,6875000; 798,8958; 690,0;33;24;24; 2;22;13;11;24;24;0,08333333;0,4583333; 1,5000000; 1,6363636;1104
110;young;4;4;48;0,8333333; 814,3750; 751,5;40;24;24; 2;22; 6;18;24;24;0,08333333;0,7500000; 2,6666667; 2,9090909;1104
110;young;6;1;48;0,8125000; 873,1250; 684,0;39;24;24; 6;18; 3;21;24;24;0,25000000;0,8750000; 3,7500000; 5,0000000;1106
110;young;6;2;48;0,7916667; 888,0000; 712,0;38;24;24; 3;21; 7;17;24;24;0,12500000;0,7083333; 3,5000000; 4,0000000;1106
110;young;6;3;48;0,7083333; 850,7500; 765,5;34;24;24; 3;21;11;13;24;24;0,12500000;0,5416667; 2,5000000; 2,8571429;1106
110;young;6;4;48;0,7708333; 775,0833; 695,5;37;24;24; 7;17; 4;20;24;24;0,29166667;0,8333333; 3,2500000; 4,5882353;1106
111;young;2;1;48;1,0000000; 905,8750; 824,5;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1112
111;young;2;2;48;0,9583333;1138,8125; 915,0;46;24;24; 1;23; 1;23;24;24;0,04166667;0,9583333; 1,8333333; 1,9130435;1112
111;young;2;3;48;0,9375000;1317,7292;1177,0;45;24;24; 0;24; 3;21;24;24;0,00000000;0,8750000; 1,7500000; 1,7500000;1112
111;young;2;4;48;0,9791667;1006,8750; 932,5;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;1112
111;young;4;1;48;0,8958333;1272,0417; 908,5;43;24;24; 5;19; 0;24;24;24;0,20833333;1,0000000; 3,1666667; 4,0000000;1114
111;young;4;2;48;0,7083333;1205,4792;1033,5;34;24;24; 4;20;10;14;24;24;0,16666667;0,5833333; 1,6666667; 2,0000000;1114
111;young;4;3;48;0,8125000;1280,2083;1126,0;39;24;24; 3;21; 6;18;24;24;0,12500000;0,7500000; 2,5000000; 2,8571429;1114
111;young;4;4;48;0,9375000;1214,9167;1064,5;45;24;24; 1;23; 2;22;24;24;0,04166667;0,9166667; 3,5000000; 3,6521739;1114
111;young;6;1;48;0,9166667;1149,8333; 926,0;44;24;24; 3;21; 1;23;24;24;0,12500000;0,9583333; 5,0000000; 5,7142857;1116
111;young;6;2;48;0,8333333;1369,7500;1089,5;40;24;24; 6;18; 2;22;24;24;0,25000000;0,9166667; 4,0000000; 5,3333333;1116
111;young;6;3;48;0,6250000;1294,0625;1056,0;30;24;24; 9;15; 9;15;24;24;0,37500000;0,6250000; 1,5000000; 2,4000000;1116
111;young;6;4;48;0,8125000;1277,7083;1148,5;39;24;24; 5;19; 4;20;24;24;0,20833333;0,8333333; 3,7500000; 4,7368421;1116
112;young;2;1;48;0,9583333; 832,3333; 736,5;46;24;24; 2;22; 0;24;24;24;0,08333333;1,0000000; 1,8333333; 2,0000000;1122
112;young;2;2;48;0,9791667;1111,7708; 957,0;47;24;24; 0;24; 1;23;24;24;0,00000000;0,9583333; 1,9166667; 1,9166667;1122
112;young;2;3;48;0,8541667;1133,7292;1039,0;41;24;24; 3;21; 4;20;24;24;0,12500000;0,8333333; 1,4166667; 1,6190476;1122
112;young;2;4;48;0,9583333;1137,4375; 911,0;46;24;24; 2;22; 0;24;24;24;0,08333333;1,0000000; 1,8333333; 2,0000000;1122
112;young;4;1;48;0,9375000;1095,6875; 935,0;45;24;24; 3;21; 0;24;24;24;0,12500000;1,0000000; 3,5000000; 4,0000000;1124
112;young;4;2;48;0,9166667;1018,2708; 891,0;44;24;24; 1;23; 3;21;24;24;0,04166667;0,8750000; 3,3333333; 3,4782609;1124
112;young;4;3;48;0,7916667;1258,8333;1068,5;38;24;24; 1;23; 9;15;24;24;0,04166667;0,6250000; 2,3333333; 2,4347826;1124
112;young;4;4;48;0,8750000;1111,3333; 991,5;42;24;24; 2;22; 4;20;24;24;0,08333333;0,8333333; 3,0000000; 3,2727273;1124
112;young;6;1;48;0,8125000;1065,3125; 867,5;39;24;24; 7;17; 2;22;24;24;0,29166667;0,9166667; 3,7500000; 5,2941176;1126
112;young;6;2;48;0,7916667;1279,2292;1033,0;38;24;24; 4;20; 6;18;24;24;0,16666667;0,7500000; 3,5000000; 4,2000000;1126
112;young;6;3;48;0,7916667;1088,5000; 975,5;38;24;24; 6;18; 4;20;24;24;0,25000000;0,8333333; 3,5000000; 4,6666667;1126
112;young;6;4;48;0,7083333;1311,3542;1009,0;34;24;24; 9;15; 5;19;24;24;0,37500000;0,7916667; 2,5000000; 4,0000000;1126
113;young;2;1;48;0,9583333; 781,5625; 599,5;46;24;24; 2;22; 0;24;24;24;0,08333333;1,0000000; 1,8333333; 2,0000000;1132
113;young;2;2;48;0,8958333; 815,6250; 652,0;43;24;24; 1;23; 4;20;24;24;0,04166667;0,8333333; 1,5833333; 1,6521739;1132
113;young;2;3;48;0,8958333; 692,0208; 604,5;43;24;24; 0;24; 5;19;24;24;0,00000000;0,7916667; 1,5833333; 1,5833333;1132
113;young;2;4;48;0,9583333; 695,6875; 622,5;46;24;24; 2;22; 0;24;24;24;0,08333333;1,0000000; 1,8333333; 2,0000000;1132
113;young;4;1;48;0,9791667; 732,9167; 607,0;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 3,8333333; 4,0000000;1134
113;young;4;2;48;0,7708333; 951,4375; 681,0;37;24;24; 2;22; 9;15;24;24;0,08333333;0,6250000; 2,1666667; 2,3636364;1134
113;young;4;3;48;0,8125000; 791,3125; 655,0;39;24;24; 0;24; 9;15;24;24;0,00000000;0,6250000; 2,5000000; 2,5000000;1134
113;young;4;4;48;0,8750000; 698,8750; 633,0;42;24;24; 2;22; 4;20;24;24;0,08333333;0,8333333; 3,0000000; 3,2727273;1134
113;young;6;1;48;0,8958333; 912,5833; 648,5;43;24;24; 5;19; 0;24;24;24;0,20833333;1,0000000; 4,7500000; 6,0000000;1136
113;young;6;2;48;0,6666667; 955,7917; 775,0;32;24;24; 7;17; 9;15;24;24;0,29166667;0,6250000; 2,0000000; 2,8235294;1136
113;young;6;3;48;0,7916667; 990,7292; 756,5;38;24;24; 3;21; 7;17;24;24;0,12500000;0,7083333; 3,5000000; 4,0000000;1136
113;young;6;4;48;0,8125000; 931,1458; 688,5;39;24;24; 6;18; 3;21;24;24;0,25000000;0,8750000; 3,7500000; 5,0000000;1136
114;young;2;1;48;0,9583333;1026,3333; 883,0;46;24;24; 1;23; 1;23;24;24;0,04166667;0,9583333; 1,8333333; 1,9130435;1142
114;young;2;2;48;0,9166667;1156,5000;1054,0;44;24;24; 0;24; 4;20;24;24;0,00000000;0,8333333; 1,6666667; 1,6666667;1142
114;young;2;3;48;0,8958333;1266,1458;1077,5;43;24;24; 1;23; 4;20;24;24;0,04166667;0,8333333; 1,5833333; 1,6521739;1142
114;young;2;4;48;0,9791667;1124,0625; 902,0;47;24;24; 1;23; 0;24;24;24;0,04166667;1,0000000; 1,9166667; 2,0000000;1142
114;young;4;1;48;0,8541667;1191,3958;1086,5;41;24;24; 7;17; 0;24;24;24;0,29166667;1,0000000; 2,8333333; 4,0000000;1144
114;young;4;2;48;0,6666667;1387,5000;1097,0;32;24;24; 8;16; 8;16;24;24;0,33333333;0,6666667; 1,3333333; 2,0000000;1144
114;young;4;3;48;0,7500000;1450,0833;1299,0;36;24;24; 6;18; 6;18;24;24;0,25000000;0,7500000; 2,0000000; 2,6666667;1144
114;young;4;4;48;0,9166667;1152,2292;1097,5;44;24;24; 2;22; 2;22;24;24;0,08333333;0,9166667; 3,3333333; 3,6363636;1144
114;young;6;1;48;0,8125000;1462,0625;1243,5;39;24;24; 9;15; 0;24;24;24;0,37500000;1,0000000; 3,7500000; 6,0000000;1146
114;young;6;2;48;0,7291667;1261,0625;1146,0;35;24;24; 4;20; 9;15;24;24;0,16666667;0,6250000; 2,7500000; 3,3000000;1146
114;young;6;3;48;0,6666667;1370,7292;1127,0;32;24;24; 5;19;11;13;24;24;0,20833333;0,5416667; 2,0000000; 2,5263158;1146
114;young;6;4;48;0,7291667;1318,8750;1258,5;35;24;24; 8;16; 5;19;24;24;0,33333333;0,7916667; 2,7500000; 4,1250000;1146
115;young;2;1;48;0,9583333; 814,9792; 722,0;46;24;24; 2;22; 0;24;24;24;0,08333333;1,0000000; 1,8333333; 2,0000000;1152
115;young;2;2;48;0,9583333; 851,7917; 658,5;46;24;24; 1;23; 1;23;24;24;0,04166667;0,9583333; 1,8333333; 1,9130435;1152
115;young;2;3;48;0,9583333;1080,1667; 896,5;46;24;24; 0;24; 2;22;24;24;0,00000000;0,9166667; 1,8333333; 1,8333333;1152
115;young;2;4;48;1,0000000; 879,7708; 761,0;48;24;24; 0;24; 0;24;24;24;0,00000000;1,0000000; 2,0000000; 2,0000000;1152
115;young;4;1;48;0,8333333; 981,4792; 795,0;40;24;24; 6;18; 2;22;24;24;0,25000000;0,9166667; 2,6666667; 3,5555556;1154
115;young;4;2;48;0,8541667;1045,1667;1000,0;41;24;24; 5;19; 2;22;24;24;0,20833333;0,9166667; 2,8333333; 3,5789474;1154
115;young;4;3;48;0,7708333;1218,7917;1154,0;37;24;24; 6;18; 5;19;24;24;0,25000000;0,7916667; 2,1666667; 2,8888889;1154
115;young;4;4;48;0,8333333;1056,1042; 902,5;40;24;24; 6;18; 2;22;24;24;0,25000000;0,9166667; 2,6666667; 3,5555556;1154
115;young;6;1;48;0,7916667;1170,3542;1005,0;38;24;24; 8;16; 2;22;24;24;0,33333333;0,9166667; 3,5000000; 5,2500000;1156
115;young;6;2;48;0,6458333;1198,8750; 849,0;31;24;24; 9;15; 8;16;24;24;0,37500000;0,6666667; 1,7500000; 2,8000000;1156
115;young;6;3;48;0,7083333;1200,2708;1015,0;34;24;24; 5;19; 9;15;24;24;0,20833333;0,6250000; 2,5000000; 3,1578947;1156
115;young;6;4;48;0,7708333;1053,0417; 909,5;37;24;24; 7;17; 4;20;24;24;0,29166667;0,8333333; 3,2500000; 4,5882353;1156
116;young;2;1;48;0,9583333; 484,4583; 441,5;46;24;24; 2;22; 0;24;24;24;0,08333333;1,0000000; 1,8333333; 2,0000000;1162
116;young;2;2;48;0,9583333; 583,7708; 549,5;46;24;24; 1;23; 1;23;24;24;0,04166667;0,9583333; 1,8333333; 1,9130435;1162
