"subject","block","trial","condition","setsize","change","time","responses","time_1","Pic","prev_condition","prev_setsize","prev_change","prev_time","answer_change","answer_correct","signal_detection","age","condition_text","signal_detection_text","pic_num"
101,1,1,3,4,0,2000,201,1035,"NoChange",0,0,0,NA,0,1,1,"young","state","correct rejection",0
101,1,2,1,4,1,2000,202,806,"9",3,4,0,2000,1,1,3,"young","novel","hit",9
101,1,3,3,4,1,2000,202,1338,"1",1,4,1,2000,1,1,3,"young","state","hit",1
101,1,4,3,2,1,2000,202,1264,"2",3,4,1,2000,1,1,3,"young","state","hit",2
101,1,5,3,6,1,2000,202,1151,"3",3,2,1,2000,1,1,3,"young","state","hit",3
101,1,6,3,2,0,2000,201,1389,"NoChange",3,6,1,2000,0,1,1,"young","state","correct rejection",0
101,1,7,2,2,0,2000,201,1146,"NoChange",3,2,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,1,8,2,4,1,2000,202,1896,"1",2,2,0,2000,1,1,3,"young","exemplar","hit",1
101,1,9,2,4,1,2000,202,932,"2",2,4,1,2000,1,1,3,"young","exemplar","hit",2
101,1,10,3,2,1,2000,202,1432,"4",2,4,1,2000,1,1,3,"young","state","hit",4
101,1,11,1,6,0,2000,201,958,"NoChange",3,2,1,2000,0,1,1,"young","novel","correct rejection",0
101,1,12,4,6,0,2000,201,1465,"NoChange",1,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,1,13,4,6,0,2000,201,670,"NoChange",4,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,1,14,3,4,0,2000,201,1709,"NoChange",4,6,0,2000,0,1,1,"young","state","correct rejection",0
101,1,15,1,4,0,2000,201,671,"NoChange",3,4,0,2000,0,1,1,"young","novel","correct rejection",0
101,1,16,2,2,0,2000,201,654,"NoChange",1,4,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,1,17,4,6,1,2000,202,1031,"1",2,2,0,2000,1,1,3,"young","feature","hit",1
101,1,18,1,6,1,2000,202,861,"69",4,6,1,2000,1,1,3,"young","novel","hit",69
101,1,19,2,6,0,2000,201,837,"NoChange",1,6,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,1,20,2,4,0,2000,201,739,"NoChange",2,6,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,1,21,1,2,0,2000,201,788,"NoChange",2,4,0,2000,0,1,1,"young","novel","correct rejection",0
101,1,22,2,6,0,2000,201,834,"NoChange",1,2,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,1,23,4,2,1,2000,202,990,"2",2,6,0,2000,1,1,3,"young","feature","hit",2
101,1,24,3,6,0,2000,201,3525,"NoChange",4,2,1,2000,0,1,1,"young","state","correct rejection",0
101,1,25,4,4,0,2000,201,965,"NoChange",3,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,1,26,4,4,1,2000,202,1042,"3",4,4,0,2000,1,1,3,"young","feature","hit",3
101,1,27,3,4,1,2000,202,1317,"5",4,4,1,2000,1,1,3,"young","state","hit",5
101,1,28,2,6,1,2000,202,862,"3",3,4,1,2000,1,1,3,"young","exemplar","hit",3
101,1,29,1,2,1,2000,202,830,"112",2,6,1,2000,1,1,3,"young","novel","hit",112
101,1,30,2,2,1,2000,202,1087,"4",1,2,1,2000,1,1,3,"young","exemplar","hit",4
101,1,31,3,6,1,2000,202,1560,"6",2,2,1,2000,1,1,3,"young","state","hit",6
101,1,32,1,6,0,2000,212,1046,"NoChange",3,6,1,2000,1,0,0,"young","novel","false alarm",0
101,1,33,4,2,0,2000,201,452,"NoChange",1,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,1,34,4,4,1,2000,202,814,"4",4,2,0,2000,1,1,3,"young","feature","hit",4
101,1,35,1,4,0,2000,201,811,"NoChange",4,4,1,2000,0,1,1,"young","novel","correct rejection",0
101,1,36,3,2,0,2000,201,1049,"NoChange",1,4,0,2000,0,1,1,"young","state","correct rejection",0
101,1,37,2,6,1,2000,202,901,"5",3,2,0,2000,1,1,3,"young","exemplar","hit",5
101,1,38,1,4,1,2000,202,919,"145",2,6,1,2000,1,1,3,"young","novel","hit",145
101,1,39,1,2,1,2000,202,796,"148",1,4,1,2000,1,1,3,"young","novel","hit",148
101,1,40,4,2,1,2000,202,821,"5",1,2,1,2000,1,1,3,"young","feature","hit",5
101,1,41,1,2,0,2000,201,929,"NoChange",4,2,1,2000,0,1,1,"young","novel","correct rejection",0
101,1,42,4,4,0,2000,212,870,"NoChange",1,2,0,2000,1,0,0,"young","feature","false alarm",0
101,1,43,2,2,1,2000,202,1118,"6",4,4,0,2000,1,1,3,"young","exemplar","hit",6
101,1,44,1,6,1,2000,202,763,"163",2,2,1,2000,1,1,3,"young","novel","hit",163
101,1,45,4,6,1,2000,202,777,"6",1,6,1,2000,1,1,3,"young","feature","hit",6
101,1,46,4,2,0,2000,201,1120,"NoChange",4,6,1,2000,0,1,1,"young","feature","correct rejection",0
101,1,47,2,4,0,2000,201,1589,"NoChange",4,2,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,1,48,3,6,0,2000,201,962,"NoChange",2,4,0,2000,0,1,1,"young","state","correct rejection",0
101,2,1,4,6,0,2000,201,1195,"NoChange",0,0,0,NA,0,1,1,"young","feature","correct rejection",0
101,2,2,2,4,0,2000,201,1276,"NoChange",4,6,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,2,3,2,4,1,2000,202,950,"7",2,4,0,2000,1,1,3,"young","exemplar","hit",7
101,2,4,2,2,0,2000,201,1148,"NoChange",2,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,2,5,3,4,0,2000,201,715,"NoChange",2,2,0,2000,0,1,1,"young","state","correct rejection",0
101,2,6,1,2,0,2000,201,707,"NoChange",3,4,0,2000,0,1,1,"young","novel","correct rejection",0
101,2,7,4,6,0,2000,201,880,"NoChange",1,2,0,2000,0,1,1,"young","feature","correct rejection",0
101,2,8,3,6,0,2000,201,601,"NoChange",4,6,0,2000,0,1,1,"young","state","correct rejection",0
101,2,9,3,2,1,2000,202,893,"7",3,6,0,2000,1,1,3,"young","state","hit",7
101,2,10,1,4,0,2000,201,1177,"NoChange",3,2,1,2000,0,1,1,"young","novel","correct rejection",0
101,2,11,2,4,0,2000,201,750,"NoChange",1,4,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,2,12,1,6,0,2000,212,1393,"NoChange",2,4,0,2000,1,0,0,"young","novel","false alarm",0
101,2,13,4,6,1,2000,202,940,"7",1,6,0,2000,1,1,3,"young","feature","hit",7
101,2,14,4,6,1,2000,202,819,"8",4,6,1,2000,1,1,3,"young","feature","hit",8
101,2,15,2,6,1,2000,202,1101,"8",4,6,1,2000,1,1,3,"young","exemplar","hit",8
101,2,16,4,2,1,2000,202,1007,"9",2,6,1,2000,1,1,3,"young","feature","hit",9
101,2,17,4,4,1,2000,202,956,"10",4,2,1,2000,1,1,3,"young","feature","hit",10
101,2,18,3,2,1,2000,202,785,"8",4,4,1,2000,1,1,3,"young","state","hit",8
101,2,19,1,2,1,2000,202,870,"251",3,2,1,2000,1,1,3,"young","novel","hit",251
101,2,20,2,2,1,2000,202,1858,"9",1,2,1,2000,1,1,3,"young","exemplar","hit",9
101,2,21,1,6,0,2000,212,1421,"NoChange",2,2,1,2000,1,0,0,"young","novel","false alarm",0
101,2,22,2,6,0,2000,201,760,"NoChange",1,6,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,2,23,1,4,1,2000,202,1024,"269",2,6,0,2000,1,1,3,"young","novel","hit",269
101,2,24,3,6,1,2000,202,4225,"9",1,4,1,2000,1,1,3,"young","state","hit",9
101,2,25,3,4,1,2000,202,1273,"10",3,6,1,2000,1,1,3,"young","state","hit",10
101,2,26,4,4,0,2000,201,1021,"NoChange",3,4,1,2000,0,1,1,"young","feature","correct rejection",0
101,2,27,1,4,0,2000,201,726,"NoChange",4,4,0,2000,0,1,1,"young","novel","correct rejection",0
101,2,28,2,4,1,2000,202,5863,"10",1,4,0,2000,1,1,3,"young","exemplar","hit",10
101,2,29,1,2,0,2000,201,760,"NoChange",2,4,1,2000,0,1,1,"young","novel","correct rejection",0
101,2,30,3,2,0,2000,201,1113,"NoChange",1,2,0,2000,0,1,1,"young","state","correct rejection",0
101,2,31,1,6,1,2000,202,855,"299",3,2,0,2000,1,1,3,"young","novel","hit",299
101,2,32,1,2,1,2000,202,939,"302",1,6,1,2000,1,1,3,"young","novel","hit",302
101,2,33,2,2,0,2000,201,1255,"NoChange",1,2,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,2,34,3,6,0,2000,201,2659,"NoChange",2,2,0,2000,0,1,1,"young","state","correct rejection",0
101,2,35,2,2,1,2000,202,828,"11",3,6,0,2000,1,1,3,"young","exemplar","hit",11
101,2,36,3,4,0,2000,201,1077,"NoChange",2,2,1,2000,0,1,1,"young","state","correct rejection",0
101,2,37,3,2,0,2000,201,890,"NoChange",3,4,0,2000,0,1,1,"young","state","correct rejection",0
101,2,38,4,2,0,2000,201,844,"NoChange",3,2,0,2000,0,1,1,"young","feature","correct rejection",0
101,2,39,4,4,0,2000,201,901,"NoChange",4,2,0,2000,0,1,1,"young","feature","correct rejection",0
101,2,40,2,6,1,2000,202,1093,"12",4,4,0,2000,1,1,3,"young","exemplar","hit",12
101,2,41,1,4,1,2000,202,963,"333",2,6,1,2000,1,1,3,"young","novel","hit",333
101,2,42,4,2,0,2000,201,865,"NoChange",1,4,1,2000,0,1,1,"young","feature","correct rejection",0
101,2,43,4,2,1,2000,202,877,"11",4,2,0,2000,1,1,3,"young","feature","hit",11
101,2,44,4,4,1,2000,202,1006,"12",4,2,1,2000,1,1,3,"young","feature","hit",12
101,2,45,1,6,1,2000,202,851,"346",4,4,1,2000,1,1,3,"young","novel","hit",346
101,2,46,3,6,1,2000,202,833,"11",1,6,1,2000,1,1,3,"young","state","hit",11
101,2,47,3,4,1,2000,202,1108,"12",3,6,1,2000,1,1,3,"young","state","hit",12
101,2,48,2,6,0,2000,212,1042,"NoChange",3,4,1,2000,1,0,0,"young","exemplar","false alarm",0
101,3,1,1,2,1,2000,202,802,"363",0,0,0,NA,1,1,3,"young","novel","hit",363
101,3,2,1,6,1,2000,202,739,"370",1,2,1,2000,1,1,3,"young","novel","hit",370
101,3,3,1,2,0,2000,201,921,"NoChange",1,6,1,2000,0,1,1,"young","novel","correct rejection",0
101,3,4,1,4,0,2000,201,636,"NoChange",1,2,0,2000,0,1,1,"young","novel","correct rejection",0
101,3,5,3,4,0,2000,201,1587,"NoChange",1,4,0,2000,0,1,1,"young","state","correct rejection",0
101,3,6,2,6,0,2000,212,885,"NoChange",3,4,0,2000,1,0,0,"young","exemplar","false alarm",0
101,3,7,2,2,1,2000,202,880,"13",2,6,0,2000,1,1,3,"young","exemplar","hit",13
101,3,8,2,6,1,2000,211,1493,"14",2,2,1,2000,0,0,2,"young","exemplar","miss",14
101,3,9,3,2,1,2000,202,803,"13",2,6,1,2000,1,1,3,"young","state","hit",13
101,3,10,1,6,0,2000,212,1119,"NoChange",3,2,1,2000,1,0,0,"young","novel","false alarm",0
101,3,11,4,6,0,2000,201,854,"NoChange",1,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,3,12,1,4,0,2000,201,1164,"NoChange",4,6,0,2000,0,1,1,"young","novel","correct rejection",0
101,3,13,3,6,0,2000,201,3044,"NoChange",1,4,0,2000,0,1,1,"young","state","correct rejection",0
101,3,14,4,2,1,2000,202,803,"13",3,6,0,2000,1,1,3,"young","feature","hit",13
101,3,15,1,4,1,2000,202,1001,"421",4,2,1,2000,1,1,3,"young","novel","hit",421
101,3,16,4,2,0,2000,201,1053,"NoChange",1,4,1,2000,0,1,1,"young","feature","correct rejection",0
101,3,17,3,2,0,2000,201,1350,"NoChange",4,2,0,2000,0,1,1,"young","state","correct rejection",0
101,3,18,1,2,1,2000,202,938,"428",3,2,0,2000,1,1,3,"young","novel","hit",428
101,3,19,3,4,0,2000,201,771,"NoChange",1,2,1,2000,0,1,1,"young","state","correct rejection",0
101,3,20,2,2,1,2000,202,993,"15",3,4,0,2000,1,1,3,"young","exemplar","hit",15
101,3,21,1,6,1,2000,202,757,"440",2,2,1,2000,1,1,3,"young","novel","hit",440
101,3,22,4,4,1,2000,202,791,"14",1,6,1,2000,1,1,3,"young","feature","hit",14
101,3,23,3,4,1,2000,211,1822,"14",4,4,1,2000,0,0,2,"young","state","miss",14
101,3,24,3,6,1,2000,202,1322,"15",3,4,1,2000,1,1,3,"young","state","hit",15
101,3,25,1,4,1,2000,202,1163,"456",3,6,1,2000,1,1,3,"young","novel","hit",456
101,3,26,3,2,0,2000,201,1375,"NoChange",1,4,1,2000,0,1,1,"young","state","correct rejection",0
101,3,27,3,6,0,2000,212,1214,"NoChange",3,2,0,2000,1,0,0,"young","state","false alarm",0
101,3,28,4,6,1,2000,202,909,"15",3,6,0,2000,1,1,3,"young","feature","hit",15
101,3,29,2,2,0,2000,201,765,"NoChange",4,6,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,3,30,2,4,1,2000,202,995,"16",2,2,0,2000,1,1,3,"young","exemplar","hit",16
101,3,31,2,6,1,2000,202,1264,"17",2,4,1,2000,1,1,3,"young","exemplar","hit",17
101,3,32,4,4,0,2000,201,1039,"NoChange",2,6,1,2000,0,1,1,"young","feature","correct rejection",0
101,3,33,4,2,0,2000,201,828,"NoChange",4,4,0,2000,0,1,1,"young","feature","correct rejection",0
101,3,34,3,6,1,2000,202,1837,"16",4,2,0,2000,1,1,3,"young","state","hit",16
101,3,35,4,2,1,2000,202,910,"16",3,6,1,2000,1,1,3,"young","feature","hit",16
101,3,36,3,2,1,2000,202,1138,"17",4,2,1,2000,1,1,3,"young","state","hit",17
101,3,37,4,6,1,2000,202,865,"17",3,2,1,2000,1,1,3,"young","feature","hit",17
101,3,38,2,4,0,2000,212,6826,"NoChange",4,6,1,2000,1,0,0,"young","exemplar","false alarm",0
101,3,39,1,2,0,2000,201,794,"NoChange",2,4,0,2000,0,1,1,"young","novel","correct rejection",0
101,3,40,3,4,1,2000,211,1536,"18",1,2,0,2000,0,0,2,"young","state","miss",18
101,3,41,2,6,0,2000,201,1203,"NoChange",3,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,3,42,4,6,0,2000,212,1069,"NoChange",2,6,0,2000,1,0,0,"young","feature","false alarm",0
101,3,43,1,6,0,2000,201,1284,"NoChange",4,6,0,2000,0,1,1,"young","novel","correct rejection",0
101,3,44,2,4,1,2000,202,804,"18",1,6,0,2000,1,1,3,"young","exemplar","hit",18
101,3,45,2,4,0,2000,201,2175,"NoChange",2,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,3,46,4,4,1,2000,202,946,"18",2,4,0,2000,1,1,3,"young","feature","hit",18
101,3,47,4,4,0,2000,201,2093,"NoChange",4,4,1,2000,0,1,1,"young","feature","correct rejection",0
101,3,48,2,2,0,2000,201,1043,"NoChange",4,4,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,4,1,4,2,1,2000,202,786,"19",0,0,0,NA,1,1,3,"young","feature","hit",19
101,4,2,1,2,0,2000,201,741,"NoChange",4,2,1,2000,0,1,1,"young","novel","correct rejection",0
101,4,3,3,4,1,2000,202,1046,"19",1,2,0,2000,1,1,3,"young","state","hit",19
101,4,4,2,4,1,2000,211,1190,"19",3,4,1,2000,0,0,2,"young","exemplar","miss",19
101,4,5,3,4,1,2000,211,1192,"20",2,4,1,2000,0,0,2,"young","state","miss",20
101,4,6,2,2,1,2000,202,834,"20",3,4,1,2000,1,1,3,"young","exemplar","hit",20
101,4,7,3,6,1,2000,202,1092,"21",2,2,1,2000,1,1,3,"young","state","hit",21
101,4,8,1,6,1,2000,202,845,"565",3,6,1,2000,1,1,3,"young","novel","hit",565
101,4,9,1,2,1,2000,202,780,"568",1,6,1,2000,1,1,3,"young","novel","hit",568
101,4,10,2,2,1,2000,202,729,"21",1,2,1,2000,1,1,3,"young","exemplar","hit",21
101,4,11,2,6,1,2000,202,848,"22",2,2,1,2000,1,1,3,"young","exemplar","hit",22
101,4,12,4,4,0,2000,201,1589,"NoChange",2,6,1,2000,0,1,1,"young","feature","correct rejection",0
101,4,13,3,6,1,2000,202,848,"22",4,4,0,2000,1,1,3,"young","state","hit",22
101,4,14,3,4,0,2000,201,962,"NoChange",3,6,1,2000,0,1,1,"young","state","correct rejection",0
101,4,15,1,2,1,2000,202,824,"590",3,4,0,2000,1,1,3,"young","novel","hit",590
101,4,16,3,6,0,2000,201,1208,"NoChange",1,2,1,2000,0,1,1,"young","state","correct rejection",0
101,4,17,4,6,1,2000,202,945,"20",3,6,0,2000,1,1,3,"young","feature","hit",20
101,4,18,2,4,0,2000,201,969,"NoChange",4,6,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,4,19,1,2,0,2000,201,1123,"NoChange",2,4,0,2000,0,1,1,"young","novel","correct rejection",0
101,4,20,4,4,1,2000,202,906,"21",1,2,0,2000,1,1,3,"young","feature","hit",21
101,4,21,3,6,0,2000,212,1173,"NoChange",4,4,1,2000,1,0,0,"young","state","false alarm",0
101,4,22,2,4,1,2000,202,682,"23",3,6,0,2000,1,1,3,"young","exemplar","hit",23
101,4,23,3,2,0,2000,201,1440,"NoChange",2,4,1,2000,0,1,1,"young","state","correct rejection",0
101,4,24,3,2,0,2000,201,793,"NoChange",3,2,0,2000,0,1,1,"young","state","correct rejection",0
101,4,25,4,6,1,2000,202,835,"22",3,2,0,2000,1,1,3,"young","feature","hit",22
101,4,26,1,6,0,2000,201,2763,"NoChange",4,6,1,2000,0,1,1,"young","novel","correct rejection",0
101,4,27,1,4,0,2000,201,808,"NoChange",1,6,0,2000,0,1,1,"young","novel","correct rejection",0
101,4,28,4,6,0,2000,212,1122,"NoChange",1,4,0,2000,1,0,0,"young","feature","false alarm",0
101,4,29,1,6,0,2000,212,1620,"NoChange",4,6,0,2000,1,0,0,"young","novel","false alarm",0
101,4,30,3,2,1,2000,202,832,"23",1,6,0,2000,1,1,3,"young","state","hit",23
101,4,31,2,6,0,2000,201,1099,"NoChange",3,2,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,4,32,4,4,0,2000,201,729,"NoChange",2,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,4,33,1,6,1,2000,202,979,"668",4,4,0,2000,1,1,3,"young","novel","hit",668
101,4,34,1,4,1,2000,202,1297,"673",1,6,1,2000,1,1,3,"young","novel","hit",673
101,4,35,4,2,0,2000,201,765,"NoChange",1,4,1,2000,0,1,1,"young","feature","correct rejection",0
101,4,36,2,6,1,2000,202,792,"24",4,2,0,2000,1,1,3,"young","exemplar","hit",24
101,4,37,4,2,1,2000,202,1077,"23",2,6,1,2000,1,1,3,"young","feature","hit",23
101,4,38,1,4,1,2000,202,717,"686",4,2,1,2000,1,1,3,"young","novel","hit",686
101,4,39,3,4,0,2000,201,1137,"NoChange",1,4,1,2000,0,1,1,"young","state","correct rejection",0
101,4,40,2,2,0,2000,201,843,"NoChange",3,4,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,4,41,2,6,0,2000,201,950,"NoChange",2,2,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,4,42,3,2,1,2000,202,1186,"24",2,6,0,2000,1,1,3,"young","state","hit",24
101,4,43,2,4,0,2000,201,1293,"NoChange",3,2,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,4,44,4,6,0,2000,201,678,"NoChange",2,4,0,2000,0,1,1,"young","feature","correct rejection",0
101,4,45,1,4,0,2000,201,799,"NoChange",4,6,0,2000,0,1,1,"young","novel","correct rejection",0
101,4,46,4,4,1,2000,202,756,"24",1,4,0,2000,1,1,3,"young","feature","hit",24
101,4,47,2,2,0,2000,201,1041,"NoChange",4,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,4,48,4,2,0,2000,201,625,"NoChange",2,2,0,2000,0,1,1,"young","feature","correct rejection",0
101,5,1,2,4,1,2000,202,1192,"25",0,0,0,NA,1,1,3,"young","exemplar","hit",25
101,5,2,3,4,1,2000,202,1218,"25",2,4,1,2000,1,1,3,"young","state","hit",25
101,5,3,2,2,0,2000,201,849,"NoChange",3,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,5,4,3,4,1,2000,211,1719,"26",2,2,0,2000,0,0,2,"young","state","miss",26
101,5,5,4,6,1,2000,202,857,"25",3,4,1,2000,1,1,3,"young","feature","hit",25
101,5,6,3,2,1,2000,202,1234,"27",4,6,1,2000,1,1,3,"young","state","hit",27
101,5,7,3,4,0,2000,201,1343,"NoChange",3,2,1,2000,0,1,1,"young","state","correct rejection",0
101,5,8,1,6,1,2000,202,944,"748",3,4,0,2000,1,1,3,"young","novel","hit",748
101,5,9,1,2,1,2000,202,1677,"751",1,6,1,2000,1,1,3,"young","novel","hit",751
101,5,10,1,2,0,2000,201,855,"NoChange",1,2,1,2000,0,1,1,"young","novel","correct rejection",0
101,5,11,1,6,0,2000,201,767,"NoChange",1,2,0,2000,0,1,1,"young","novel","correct rejection",0
101,5,12,4,2,1,2000,202,997,"26",1,6,0,2000,1,1,3,"young","feature","hit",26
101,5,13,2,2,1,2000,202,993,"26",4,2,1,2000,1,1,3,"young","exemplar","hit",26
101,5,14,3,2,1,2000,202,774,"28",2,2,1,2000,1,1,3,"young","state","hit",28
101,5,15,1,4,1,2000,202,790,"767",3,2,1,2000,1,1,3,"young","novel","hit",767
101,5,16,4,4,0,2000,201,1027,"NoChange",1,4,1,2000,0,1,1,"young","feature","correct rejection",0
101,5,17,2,6,0,2000,201,1543,"NoChange",4,4,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,5,18,1,4,1,2000,202,792,"782",2,6,0,2000,1,1,3,"young","novel","hit",782
101,5,19,4,6,0,2000,212,2269,"NoChange",1,4,1,2000,1,0,0,"young","feature","false alarm",0
101,5,20,4,2,0,2000,201,661,"NoChange",4,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,5,21,4,4,0,2000,201,863,"NoChange",4,2,0,2000,0,1,1,"young","feature","correct rejection",0
101,5,22,2,4,1,2000,202,875,"27",4,4,0,2000,1,1,3,"young","exemplar","hit",27
101,5,23,2,6,0,2000,201,1179,"NoChange",2,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,5,24,3,4,0,2000,201,1180,"NoChange",2,6,0,2000,0,1,1,"young","state","correct rejection",0
101,5,25,4,6,0,2000,212,1908,"NoChange",3,4,0,2000,1,0,0,"young","feature","false alarm",0
101,5,26,1,6,0,2000,201,789,"NoChange",4,6,0,2000,0,1,1,"young","novel","correct rejection",0
101,5,27,3,2,0,2000,201,676,"NoChange",1,6,0,2000,0,1,1,"young","state","correct rejection",0
101,5,28,4,6,1,2000,202,751,"27",3,2,0,2000,1,1,3,"young","feature","hit",27
101,5,29,1,2,1,2000,202,927,"829",4,6,1,2000,1,1,3,"young","novel","hit",829
101,5,30,1,4,0,2000,201,1334,"NoChange",1,2,1,2000,0,1,1,"young","novel","correct rejection",0
101,5,31,3,6,0,2000,201,848,"NoChange",1,4,0,2000,0,1,1,"young","state","correct rejection",0
101,5,32,1,2,0,2000,201,1175,"NoChange",3,6,0,2000,0,1,1,"young","novel","correct rejection",0
101,5,33,3,6,1,2000,202,1522,"29",1,2,0,2000,1,1,3,"young","state","hit",29
101,5,34,4,4,1,2000,202,817,"28",3,6,1,2000,1,1,3,"young","feature","hit",28
101,5,35,2,4,0,2000,201,1010,"NoChange",4,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,5,36,4,2,0,2000,201,745,"NoChange",2,4,0,2000,0,1,1,"young","feature","correct rejection",0
101,5,37,4,4,1,2000,202,882,"29",4,2,0,2000,1,1,3,"young","feature","hit",29
101,5,38,2,4,0,2000,201,977,"NoChange",4,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,5,39,2,6,1,2000,202,1267,"28",2,4,0,2000,1,1,3,"young","exemplar","hit",28
101,5,40,1,4,0,2000,201,786,"NoChange",2,6,1,2000,0,1,1,"young","novel","correct rejection",0
101,5,41,2,2,0,2000,201,1414,"NoChange",1,4,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,5,42,3,6,1,2000,202,1141,"30",2,2,0,2000,1,1,3,"young","state","hit",30
101,5,43,3,2,0,2000,201,735,"NoChange",3,6,1,2000,0,1,1,"young","state","correct rejection",0
101,5,44,2,2,1,2000,202,1185,"29",3,2,0,2000,1,1,3,"young","exemplar","hit",29
101,5,45,3,6,0,2000,212,1230,"NoChange",2,2,1,2000,1,0,0,"young","state","false alarm",0
101,5,46,2,6,1,2000,202,884,"30",3,6,0,2000,1,1,3,"young","exemplar","hit",30
101,5,47,4,2,1,2000,202,760,"30",2,6,1,2000,1,1,3,"young","feature","hit",30
101,5,48,1,6,1,2000,202,802,"900",4,2,1,2000,1,1,3,"young","novel","hit",900
101,6,1,3,4,1,2000,202,1845,"31",0,0,0,NA,1,1,3,"young","state","hit",31
101,6,2,3,6,0,2000,201,1082,"NoChange",3,4,1,2000,0,1,1,"young","state","correct rejection",0
101,6,3,4,4,0,2000,201,806,"NoChange",3,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,6,4,2,6,0,2000,201,1824,"NoChange",4,4,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,6,5,3,6,1,2000,202,1037,"32",2,6,0,2000,1,1,3,"young","state","hit",32
101,6,6,1,4,0,2000,201,737,"NoChange",3,6,1,2000,0,1,1,"young","novel","correct rejection",0
101,6,7,4,4,1,2000,202,736,"31",1,4,0,2000,1,1,3,"young","feature","hit",31
101,6,8,2,4,0,2000,201,1404,"NoChange",4,4,1,2000,0,1,1,"young","exemplar","correct rejection",0
101,6,9,1,2,0,2000,201,774,"NoChange",2,4,0,2000,0,1,1,"young","novel","correct rejection",0
101,6,10,3,4,1,2000,211,1542,"33",1,2,0,2000,0,0,2,"young","state","miss",33
101,6,11,3,2,0,2000,201,599,"NoChange",3,4,1,2000,0,1,1,"young","state","correct rejection",0
101,6,12,1,2,1,2000,202,654,"945",3,2,0,2000,1,1,3,"young","novel","hit",945
101,6,13,2,6,1,2000,202,856,"31",1,2,1,2000,1,1,3,"young","exemplar","hit",31
101,6,14,1,6,1,2000,202,803,"957",2,6,1,2000,1,1,3,"young","novel","hit",957
101,6,15,3,4,0,2000,201,772,"NoChange",1,6,1,2000,0,1,1,"young","state","correct rejection",0
101,6,16,2,4,1,2000,202,999,"32",3,4,0,2000,1,1,3,"young","exemplar","hit",32
101,6,17,4,4,0,2000,201,1396,"NoChange",2,4,1,2000,0,1,1,"young","feature","correct rejection",0
101,6,18,4,6,1,2000,202,743,"32",4,4,0,2000,1,1,3,"young","feature","hit",32
101,6,19,1,2,1,2000,202,872,"976",4,6,1,2000,1,1,3,"young","novel","hit",976
101,6,20,4,2,1,2000,202,902,"33",1,2,1,2000,1,1,3,"young","feature","hit",33
101,6,21,2,2,1,2000,202,953,"33",4,2,1,2000,1,1,3,"young","exemplar","hit",33
101,6,22,3,2,1,2000,202,869,"34",2,2,1,2000,1,1,3,"young","state","hit",34
101,6,23,1,4,1,2000,202,726,"984",3,2,1,2000,1,1,3,"young","novel","hit",984
101,6,24,3,2,1,2000,202,860,"35",1,4,1,2000,1,1,3,"young","state","hit",35
101,6,25,1,6,0,2000,201,6207,"NoChange",3,2,1,2000,0,1,1,"young","novel","correct rejection",0
101,6,26,4,2,0,2000,201,635,"NoChange",1,6,0,2000,0,1,1,"young","feature","correct rejection",0
101,6,27,2,2,0,2000,201,664,"NoChange",4,2,0,2000,0,1,1,"young","exemplar","correct rejection",0
101,6,28,1,2,0,2000,201,693,"NoChange",2,2,0,2000,0,1,1,"young","novel","correct rejection",0
101,6,29,4,6,0,2000,212,3310,"NoChange",1,2,0,2000,1,0,0,"young","feature","false alarm",0
