"subject","block","trial","condition","change","responses","time","prev_condition","prev_change","color","answer_change","answer_correct","signal_detection","age","color_text","signal_detection_text"
101,1,1,4,1,202,977,0,0,6,1,1,3,"young","schwarz","hit"
101,1,2,4,0,201,1012,4,1,6,0,1,1,"young","schwarz","correct rejection"
101,1,3,6,0,212,1295,4,0,4,1,0,0,"young","gelb","false alarm"
101,1,4,2,0,201,1759,6,0,2,0,1,1,"young","grün","correct rejection"
101,1,5,2,0,201,756,2,0,5,0,1,1,"young","pink","correct rejection"
101,1,6,4,1,202,1377,2,0,6,1,1,3,"young","schwarz","hit"
101,1,7,8,1,211,2621,4,1,5,0,0,2,"young","pink","miss"
101,1,8,2,1,202,1167,8,1,5,1,1,3,"young","pink","hit"
101,1,9,8,0,212,1428,2,1,1,1,0,0,"young","rot","false alarm"
101,1,10,4,1,202,879,8,0,4,1,1,3,"young","gelb","hit"
101,1,11,6,0,201,1950,4,1,5,0,1,1,"young","pink","correct rejection"
101,1,12,8,1,202,1244,6,0,8,1,1,3,"young","türkis","hit"
101,1,13,6,0,201,3700,8,1,5,0,1,1,"young","pink","correct rejection"
101,1,14,8,0,212,1020,6,0,4,1,0,0,"young","gelb","false alarm"
101,1,15,4,0,212,2679,8,0,1,1,0,0,"young","rot","false alarm"
101,1,16,4,0,212,1773,4,0,5,1,0,0,"young","pink","false alarm"
101,1,17,2,1,202,1034,4,0,3,1,1,3,"young","blau","hit"
101,1,18,6,1,202,1779,2,1,4,1,1,3,"young","gelb","hit"
101,1,19,8,1,202,1456,6,1,2,1,1,3,"young","grün","hit"
101,1,20,4,0,201,1609,8,1,1,0,1,1,"young","rot","correct rejection"
101,1,21,4,1,202,1821,4,0,4,1,1,3,"young","gelb","hit"
101,1,22,4,1,202,2151,4,1,5,1,1,3,"young","pink","hit"
101,1,23,6,1,202,1765,4,1,1,1,1,3,"young","rot","hit"
101,1,24,2,1,202,928,6,1,2,1,1,3,"young","grün","hit"
101,1,25,2,0,201,1510,2,1,1,0,1,1,"young","rot","correct rejection"
101,1,26,4,0,212,1782,2,0,6,1,0,0,"young","schwarz","false alarm"
101,1,27,6,1,202,2114,4,0,5,1,1,3,"young","pink","hit"
101,1,28,6,1,202,1801,6,1,6,1,1,3,"young","schwarz","hit"
101,1,29,8,0,201,2259,6,1,5,0,1,1,"young","pink","correct rejection"
101,1,30,8,0,212,2188,8,0,1,1,0,0,"young","rot","false alarm"
101,1,31,8,1,211,1440,8,0,1,0,0,2,"young","rot","miss"
101,1,32,8,1,202,1643,8,1,7,1,1,3,"young","orange","hit"
101,1,33,6,1,202,1371,8,1,4,1,1,3,"young","gelb","hit"
101,1,34,4,0,201,1800,6,1,4,0,1,1,"young","gelb","correct rejection"
101,1,35,2,0,201,859,4,0,4,0,1,1,"young","gelb","correct rejection"
101,1,36,2,1,202,1084,2,0,7,1,1,3,"young","orange","hit"
101,1,37,6,0,212,1468,2,1,1,1,0,0,"young","rot","false alarm"
101,1,38,4,0,201,3876,6,0,2,0,1,1,"young","grün","correct rejection"
101,1,39,8,0,201,1477,4,0,1,0,1,1,"young","rot","correct rejection"
101,1,40,6,0,212,1158,8,0,5,1,0,0,"young","pink","false alarm"
101,1,41,6,0,201,1738,6,0,5,0,1,1,"young","pink","correct rejection"
101,1,42,4,1,202,937,6,0,7,1,1,3,"young","orange","hit"
101,1,43,2,0,201,1270,4,1,3,0,1,1,"young","blau","correct rejection"
101,1,44,6,1,202,1486,2,0,1,1,1,3,"young","rot","hit"
101,1,45,2,0,201,1159,6,1,2,0,1,1,"young","grün","correct rejection"
101,1,46,6,0,212,1252,2,0,3,1,0,0,"young","blau","false alarm"
101,1,47,6,1,202,2917,6,0,1,1,1,3,"young","rot","hit"
101,1,48,6,0,201,3666,6,1,5,0,1,1,"young","pink","correct rejection"
101,1,49,2,1,202,803,6,0,5,1,1,3,"young","pink","hit"
101,1,50,2,1,202,910,2,1,3,1,1,3,"young","blau","hit"
101,1,51,4,0,201,1012,2,1,3,0,1,1,"young","blau","correct rejection"
101,1,52,8,1,202,1063,4,0,2,1,1,3,"young","grün","hit"
101,1,53,2,0,201,1070,8,1,4,0,1,1,"young","gelb","correct rejection"
101,1,54,8,0,201,4703,2,0,1,0,1,1,"young","rot","correct rejection"
101,1,55,2,1,202,790,8,0,6,1,1,3,"young","schwarz","hit"
101,1,56,8,1,211,6275,2,1,7,0,0,2,"young","orange","miss"
101,1,57,8,0,212,877,8,1,4,1,0,0,"young","gelb","false alarm"
101,1,58,2,0,201,1500,8,0,2,0,1,1,"young","grün","correct rejection"
101,1,59,8,1,202,1602,2,0,7,1,1,3,"young","orange","hit"
101,1,60,4,1,202,837,8,1,7,1,1,3,"young","orange","hit"
101,1,61,8,0,212,2591,4,1,8,1,0,0,"young","türkis","false alarm"
101,1,62,6,1,211,5906,8,0,7,0,0,2,"young","orange","miss"
101,1,63,4,1,202,1053,6,1,2,1,1,3,"young","grün","hit"
101,1,64,2,1,202,718,4,1,6,1,1,3,"young","schwarz","hit"
101,1,65,4,1,202,1860,2,1,8,1,1,3,"young","türkis","hit"
101,2,1,6,0,201,1990,0,0,7,0,1,1,"young","orange","correct rejection"
101,2,2,4,0,212,1169,6,0,3,1,0,0,"young","blau","false alarm"
101,2,3,4,1,202,783,4,0,1,1,1,3,"young","rot","hit"
101,2,4,4,0,201,1881,4,1,5,0,1,1,"young","pink","correct rejection"
101,2,5,8,1,202,898,4,0,6,1,1,3,"young","schwarz","hit"
101,2,6,8,1,202,1617,8,1,5,1,1,3,"young","pink","hit"
101,2,7,4,0,212,971,8,1,3,1,0,0,"young","blau","false alarm"
101,2,8,6,1,202,815,4,0,6,1,1,3,"young","schwarz","hit"
101,2,9,2,1,202,890,6,1,7,1,1,3,"young","orange","hit"
101,2,10,6,1,202,1081,2,1,3,1,1,3,"young","blau","hit"
101,2,11,4,1,202,1258,6,1,7,1,1,3,"young","orange","hit"
101,2,12,4,1,202,818,4,1,6,1,1,3,"young","schwarz","hit"
101,2,13,8,1,202,765,4,1,6,1,1,3,"young","schwarz","hit"
101,2,14,2,0,201,794,8,1,3,0,1,1,"young","blau","correct rejection"
101,2,15,4,0,201,1212,2,0,5,0,1,1,"young","pink","correct rejection"
101,2,16,2,0,201,1630,4,0,7,0,1,1,"young","orange","correct rejection"
101,2,17,8,1,202,2137,2,0,1,1,1,3,"young","rot","hit"
101,2,18,6,0,201,2078,8,1,1,0,1,1,"young","rot","correct rejection"
101,2,19,8,0,201,720,6,0,7,0,1,1,"young","orange","correct rejection"
101,2,20,6,0,212,2599,8,0,3,1,0,0,"young","blau","false alarm"
101,2,21,4,1,202,2162,6,0,1,1,1,3,"young","rot","hit"
101,2,22,8,0,212,1824,4,1,6,1,0,0,"young","schwarz","false alarm"
101,2,23,8,0,201,3010,8,0,5,0,1,1,"young","pink","correct rejection"
101,2,24,4,1,202,1557,8,0,3,1,1,3,"young","blau","hit"
101,2,25,6,1,202,1745,4,1,8,1,1,3,"young","türkis","hit"
101,2,26,6,0,201,2248,6,1,1,0,1,1,"young","rot","correct rejection"
101,2,27,6,1,202,1480,6,0,3,1,1,3,"young","blau","hit"
101,2,28,4,0,201,1826,6,1,5,0,1,1,"young","pink","correct rejection"
101,2,29,2,1,202,1116,4,0,5,1,1,3,"young","pink","hit"
101,2,30,2,1,202,1154,2,1,6,1,1,3,"young","schwarz","hit"
101,2,31,8,1,202,1847,2,1,6,1,1,3,"young","schwarz","hit"
101,2,32,4,1,202,1106,8,1,8,1,1,3,"young","türkis","hit"
101,2,33,2,0,201,958,4,1,5,0,1,1,"young","pink","correct rejection"
101,2,34,6,1,202,1157,2,0,3,1,1,3,"young","blau","hit"
101,2,35,8,1,202,1776,6,1,5,1,1,3,"young","pink","hit"
101,2,36,6,1,202,908,8,1,1,1,1,3,"young","rot","hit"
101,2,37,6,1,202,892,6,1,4,1,1,3,"young","gelb","hit"
101,2,38,8,0,201,1627,6,1,4,0,1,1,"young","gelb","correct rejection"
101,2,39,6,1,202,918,8,0,8,1,1,3,"young","türkis","hit"
101,2,40,2,0,201,756,6,1,2,0,1,1,"young","grün","correct rejection"
101,2,41,2,0,212,665,2,0,6,1,0,0,"young","schwarz","false alarm"
101,2,42,4,1,202,1634,2,0,3,1,1,3,"young","blau","hit"
101,2,43,6,0,201,1387,4,1,6,0,1,1,"young","schwarz","correct rejection"
101,2,44,2,1,202,1199,6,0,4,1,1,3,"young","gelb","hit"
101,2,45,8,0,212,1369,2,1,6,1,0,0,"young","schwarz","false alarm"
101,2,46,2,0,201,1029,8,0,7,0,1,1,"young","orange","correct rejection"
101,2,47,2,1,202,840,2,0,1,1,1,3,"young","rot","hit"
101,2,48,2,0,201,1082,2,1,1,0,1,1,"young","rot","correct rejection"
101,2,49,6,0,201,1179,2,0,5,0,1,1,"young","pink","correct rejection"
101,2,50,6,0,212,999,6,0,8,1,0,0,"young","türkis","false alarm"
101,2,51,8,1,202,2146,6,0,6,1,1,3,"young","schwarz","hit"
101,2,52,8,0,212,2511,8,1,8,1,0,0,"young","türkis","false alarm"
101,2,53,2,1,202,1631,8,0,5,1,1,3,"young","pink","hit"
101,2,54,4,1,202,1343,2,1,3,1,1,3,"young","blau","hit"
101,2,55,2,1,202,1023,4,1,8,1,1,3,"young","türkis","hit"
101,2,56,6,0,212,991,2,1,2,1,0,0,"young","grün","false alarm"
101,2,57,2,0,201,916,6,0,7,0,1,1,"young","orange","correct rejection"
101,2,58,8,0,212,1337,2,0,4,1,0,0,"young","gelb","false alarm"
101,2,59,4,0,201,975,8,0,5,0,1,1,"young","pink","correct rejection"
101,2,60,8,0,201,869,4,0,4,0,1,1,"young","gelb","correct rejection"
101,2,61,8,1,202,932,8,0,3,1,1,3,"young","blau","hit"
101,2,62,2,1,202,962,8,1,8,1,1,3,"young","türkis","hit"
101,2,63,4,0,201,1545,2,1,6,0,1,1,"young","schwarz","correct rejection"
101,2,64,4,0,201,1486,4,0,4,0,1,1,"young","gelb","correct rejection"
101,2,65,6,0,212,1518,4,0,3,1,0,0,"young","blau","false alarm"
101,3,1,6,0,201,2096,0,0,8,0,1,1,"young","türkis","correct rejection"
101,3,2,8,1,202,952,6,0,3,1,1,3,"young","blau","hit"
101,3,3,8,1,202,1061,8,1,2,1,1,3,"young","grün","hit"
101,3,4,8,0,212,1279,8,1,8,1,0,0,"young","türkis","false alarm"
101,3,5,4,0,201,765,8,0,4,0,1,1,"young","gelb","correct rejection"
101,3,6,2,0,201,1123,4,0,3,0,1,1,"young","blau","correct rejection"
101,3,7,4,0,201,560,2,0,1,0,1,1,"young","rot","correct rejection"
101,3,8,4,0,201,981,4,0,2,0,1,1,"young","grün","correct rejection"
101,3,9,8,0,212,945,4,0,6,1,0,0,"young","schwarz","false alarm"
101,3,10,2,0,201,830,8,0,5,0,1,1,"young","pink","correct rejection"
101,3,11,2,1,202,969,2,0,5,1,1,3,"young","pink","hit"
101,3,12,6,0,201,2942,2,1,8,0,1,1,"young","türkis","correct rejection"
101,3,13,6,1,202,868,6,0,1,1,1,3,"young","rot","hit"
101,3,14,4,0,201,1076,6,1,1,0,1,1,"young","rot","correct rejection"
101,3,15,8,1,202,1029,4,0,2,1,1,3,"young","grün","hit"
101,3,16,2,1,202,744,8,1,3,1,1,3,"young","blau","hit"
101,3,17,4,1,202,892,2,1,4,1,1,3,"young","gelb","hit"
101,3,18,8,1,202,900,4,1,1,1,1,3,"young","rot","hit"
101,3,19,4,0,201,978,8,1,1,0,1,1,"young","rot","correct rejection"
101,3,20,6,0,212,1069,4,0,3,1,0,0,"young","blau","false alarm"
101,3,21,2,0,201,1224,6,0,1,0,1,1,"young","rot","correct rejection"
101,3,22,2,0,201,1081,2,0,4,0,1,1,"young","gelb","correct rejection"
101,3,23,4,1,202,1233,2,0,3,1,1,3,"young","blau","hit"
101,3,24,4,1,202,1810,4,1,8,1,1,3,"young","türkis","hit"
101,3,25,2,1,202,997,4,1,1,1,1,3,"young","rot","hit"
101,3,26,4,0,201,2273,2,1,8,0,1,1,"young","türkis","correct rejection"
101,3,27,4,1,202,874,4,0,1,1,1,3,"young","rot","hit"
101,3,28,8,0,212,4026,4,1,6,1,0,0,"young","schwarz","false alarm"
101,3,29,6,1,202,1535,8,0,2,1,1,3,"young","grün","hit"
101,3,30,2,0,201,763,6,1,2,0,1,1,"young","grün","correct rejection"
101,3,31,6,0,201,1406,2,0,2,0,1,1,"young","grün","correct rejection"
101,3,32,8,0,201,723,6,0,2,0,1,1,"young","grün","correct rejection"
101,3,33,2,1,202,887,8,0,7,1,1,3,"young","orange","hit"
101,3,34,2,1,202,777,2,1,1,1,1,3,"young","rot","hit"
101,3,35,6,1,202,1082,2,1,3,1,1,3,"young","blau","hit"
101,3,36,6,1,211,916,6,1,2,0,0,2,"young","grün","miss"
101,3,37,8,0,201,2667,6,1,6,0,1,1,"young","schwarz","correct rejection"
101,3,38,4,1,202,714,8,0,1,1,1,3,"young","rot","hit"
101,3,39,6,1,202,994,4,1,7,1,1,3,"young","orange","hit"
101,3,40,2,1,202,869,6,1,1,1,1,3,"young","rot","hit"
101,3,41,2,0,201,854,2,1,3,0,1,1,"young","blau","correct rejection"
101,3,42,8,0,212,1342,2,0,3,1,0,0,"young","blau","false alarm"
101,3,43,6,0,201,1076,8,0,6,0,1,1,"young","schwarz","correct rejection"
101,3,44,4,1,202,901,6,0,4,1,1,3,"young","gelb","hit"
101,3,45,4,0,201,1131,4,1,3,0,1,1,"young","blau","correct rejection"
101,3,46,2,1,202,801,4,0,5,1,1,3,"young","pink","hit"
101,3,47,8,0,212,1460,2,1,5,1,0,0,"young","pink","false alarm"
101,3,48,8,0,201,796,8,0,7,0,1,1,"young","orange","correct rejection"
101,3,49,8,1,202,1784,8,0,6,1,1,3,"young","schwarz","hit"
101,3,50,2,0,201,858,8,1,3,0,1,1,"young","blau","correct rejection"
101,3,51,6,1,202,996,2,0,7,1,1,3,"young","orange","hit"
101,3,52,8,1,202,807,6,1,4,1,1,3,"young","gelb","hit"
101,3,53,6,1,202,1994,8,1,2,1,1,3,"young","grün","hit"
101,3,54,4,1,202,894,6,1,2,1,1,3,"young","grün","hit"
101,3,55,2,0,201,614,4,1,1,0,1,1,"young","rot","correct rejection"
101,3,56,8,1,202,1822,2,0,3,1,1,3,"young","blau","hit"
101,3,57,6,0,201,2001,8,1,7,0,1,1,"young","orange","correct rejection"
101,3,58,4,0,201,1159,6,0,6,0,1,1,"young","schwarz","correct rejection"
101,3,59,6,1,202,850,4,0,5,1,1,3,"young","pink","hit"
101,3,60,6,0,201,1610,6,1,6,0,1,1,"young","schwarz","correct rejection"
101,3,61,2,1,202,758,6,0,6,1,1,3,"young","schwarz","hit"
101,3,62,8,1,202,1225,2,1,5,1,1,3,"young","pink","hit"
101,3,63,4,1,202,1252,8,1,2,1,1,3,"young","grün","hit"
101,3,64,6,0,201,2733,4,1,6,0,1,1,"young","schwarz","correct rejection"
101,3,65,6,0,201,2693,6,0,7,0,1,1,"young","orange","correct rejection"
101,4,1,8,0,212,1156,0,0,2,1,0,0,"young","grün","false alarm"
101,4,2,2,0,201,768,8,0,4,0,1,1,"young","gelb","correct rejection"
101,4,3,2,1,202,762,2,0,8,1,1,3,"young","türkis","hit"
101,4,4,4,0,201,809,2,1,2,0,1,1,"young","grün","correct rejection"
101,4,5,4,1,202,740,4,0,3,1,1,3,"young","blau","hit"
101,4,6,4,0,201,863,4,1,6,0,1,1,"young","schwarz","correct rejection"
101,4,7,2,1,202,954,4,0,1,1,1,3,"young","rot","hit"
101,4,8,6,1,202,1087,2,1,1,1,1,3,"young","rot","hit"
101,4,9,2,1,202,1725,6,1,5,1,1,3,"young","pink","hit"
101,4,10,4,1,202,1493,2,1,8,1,1,3,"young","türkis","hit"
101,4,11,6,0,201,733,4,1,5,0,1,1,"young","pink","correct rejection"
101,4,12,4,1,202,1082,6,0,7,1,1,3,"young","orange","hit"
101,4,13,4,1,202,833,4,1,4,1,1,3,"young","gelb","hit"
101,4,14,8,1,202,900,4,1,1,1,1,3,"young","rot","hit"
101,4,15,6,0,212,2145,8,1,1,1,0,0,"young","rot","false alarm"
101,4,16,2,0,201,816,6,0,1,0,1,1,"young","rot","correct rejection"
101,4,17,4,1,202,899,2,0,2,1,1,3,"young","grün","hit"
101,4,18,6,1,202,1079,4,1,6,1,1,3,"young","schwarz","hit"
101,4,19,4,1,202,793,6,1,6,1,1,3,"young","schwarz","hit"
101,4,20,2,0,201,606,4,1,5,0,1,1,"young","pink","correct rejection"
101,4,21,2,0,201,1222,2,0,4,0,1,1,"young","gelb","correct rejection"
101,4,22,4,0,201,826,2,0,4,0,1,1,"young","gelb","correct rejection"
101,4,23,6,0,212,802,4,0,8,1,0,0,"young","türkis","false alarm"
101,4,24,8,0,212,925,6,0,3,1,0,0,"young","blau","false alarm"
101,4,25,6,1,202,773,8,0,2,1,1,3,"young","grün","hit"
101,4,26,4,0,201,1000,6,1,2,0,1,1,"young","grün","correct rejection"
101,4,27,8,1,202,923,4,0,4,1,1,3,"young","gelb","hit"
101,4,28,2,1,202,722,8,1,7,1,1,3,"young","orange","hit"
101,4,29,8,1,202,1655,2,1,3,1,1,3,"young","blau","hit"
101,4,30,6,1,202,1176,8,1,6,1,1,3,"young","schwarz","hit"
101,4,31,6,1,202,1261,6,1,2,1,1,3,"young","grün","hit"
101,4,32,6,0,201,1294,6,1,6,0,1,1,"young","schwarz","correct rejection"
101,4,33,6,0,212,861,6,0,5,1,0,0,"young","pink","false alarm"
101,4,34,2,1,202,757,6,0,6,1,1,3,"young","schwarz","hit"
101,4,35,8,0,201,1418,2,1,4,0,1,1,"young","gelb","correct rejection"
101,4,36,6,0,201,1283,8,0,4,0,1,1,"young","gelb","correct rejection"
101,4,37,8,1,202,813,6,0,8,1,1,3,"young","türkis","hit"
101,4,38,8,0,201,1093,8,1,4,0,1,1,"young","gelb","correct rejection"
101,4,39,2,1,202,798,8,0,4,1,1,3,"young","gelb","hit"
101,4,40,6,0,212,1435,2,1,5,1,0,0,"young","pink","false alarm"
101,4,41,6,1,202,803,6,0,6,1,1,3,"young","schwarz","hit"
101,4,42,8,0,201,1904,6,1,6,0,1,1,"young","schwarz","correct rejection"
101,4,43,4,1,202,988,8,0,6,1,1,3,"young","schwarz","hit"
101,4,44,8,0,212,2273,4,1,7,1,0,0,"young","orange","false alarm"
101,4,45,4,0,201,714,8,0,3,0,1,1,"young","blau","correct rejection"
101,4,46,6,1,202,985,4,0,7,1,1,3,"young","orange","hit"
101,4,47,2,0,201,885,6,1,3,0,1,1,"young","blau","correct rejection"
101,4,48,6,0,201,966,2,0,8,0,1,1,"young","türkis","correct rejection"
101,4,49,4,0,201,1193,6,0,1,0,1,1,"young","rot","correct rejection"
101,4,50,8,0,201,3811,4,0,7,0,1,1,"young","orange","correct rejection"
101,4,51,8,0,212,1129,8,0,1,1,0,0,"young","rot","false alarm"
101,4,52,8,1,202,1087,8,0,5,1,1,3,"young","pink","hit"
101,4,53,2,0,201,734,8,1,1,0,1,1,"young","rot","correct rejection"
101,4,54,6,1,202,1733,2,0,4,1,1,3,"young","gelb","hit"
101,4,55,8,1,202,1579,6,1,4,1,1,3,"young","gelb","hit"
101,4,56,8,1,202,1857,8,1,5,1,1,3,"young","pink","hit"
101,4,57,4,0,201,847,8,1,2,0,1,1,"young","grün","correct rejection"
101,4,58,4,0,201,1794,4,0,2,0,1,1,"young","grün","correct rejection"
101,4,59,2,0,201,846,4,0,5,0,1,1,"young","pink","correct rejection"
101,4,60,8,1,202,1855,2,0,2,1,1,3,"young","grün","hit"
101,4,61,4,1,202,1169,8,1,6,1,1,3,"young","schwarz","hit"
101,4,62,2,1,202,830,4,1,2,1,1,3,"young","grün","hit"
101,4,63,2,1,202,760,2,1,6,1,1,3,"young","schwarz","hit"
101,4,64,2,0,201,741,2,1,8,0,1,1,"young","türkis","correct rejection"
101,4,65,8,0,212,1155,2,0,1,1,0,0,"young","rot","false alarm"
102,1,1,2,1,202,1701,0,0,2,1,1,3,"young","grün","hit"
102,1,2,2,0,201,684,2,1,4,0,1,1,"young","gelb","correct rejection"
102,1,3,6,0,212,2627,2,0,3,1,0,0,"young","blau","false alarm"
102,1,4,2,1,202,949,6,0,7,1,1,3,"young","orange","hit"
102,1,5,4,0,201,2073,2,1,3,0,1,1,"young","blau","correct rejection"
102,1,6,8,0,212,1354,4,0,1,1,0,0,"young","rot","false alarm"
102,1,7,2,1,202,910,8,0,2,1,1,3,"young","grün","hit"
102,1,8,8,0,201,2181,2,1,3,0,1,1,"young","blau","correct rejection"
102,1,9,4,1,211,1385,8,0,6,0,0,2,"young","schwarz","miss"
102,1,10,4,0,212,1036,4,1,7,1,0,0,"young","orange","false alarm"
102,1,11,8,1,211,1158,4,0,7,0,0,2,"young","orange","miss"
102,1,12,4,0,201,986,8,1,2,0,1,1,"young","grün","correct rejection"
102,1,13,2,1,202,981,4,0,1,1,1,3,"young","rot","hit"
102,1,14,6,0,201,1217,2,1,6,0,1,1,"young","schwarz","correct rejection"
102,1,15,8,0,212,1722,6,0,4,1,0,0,"young","gelb","false alarm"
102,1,16,4,0,201,2025,8,0,5,0,1,1,"young","pink","correct rejection"
102,1,17,2,0,201,1548,4,0,2,0,1,1,"young","grün","correct rejection"
102,1,18,4,0,201,1073,2,0,7,0,1,1,"young","orange","correct rejection"
102,1,19,6,1,202,1145,4,0,6,1,1,3,"young","schwarz","hit"
102,1,20,8,0,212,1261,6,1,7,1,0,0,"young","orange","false alarm"
102,1,21,2,0,201,782,8,0,7,0,1,1,"young","orange","correct rejection"
102,1,22,4,1,202,793,2,0,4,1,1,3,"young","gelb","hit"
102,1,23,2,1,202,917,4,1,2,1,1,3,"young","grün","hit"
102,1,24,4,1,202,882,2,1,2,1,1,3,"young","grün","hit"
102,1,25,4,1,202,1049,4,1,1,1,1,3,"young","rot","hit"
102,1,26,8,0,201,786,4,1,4,0,1,1,"young","gelb","correct rejection"
102,1,27,6,0,201,757,8,0,1,0,1,1,"young","rot","correct rejection"
102,1,28,8,1,202,1121,6,0,8,1,1,3,"young","türkis","hit"
102,1,29,6,1,202,1679,8,1,4,1,1,3,"young","gelb","hit"
102,1,30,6,0,201,2319,6,1,8,0,1,1,"young","türkis","correct rejection"
102,1,31,2,0,201,686,6,0,8,0,1,1,"young","türkis","correct rejection"
102,1,32,6,1,202,957,2,0,4,1,1,3,"young","gelb","hit"
102,1,33,2,1,202,1593,6,1,5,1,1,3,"young","pink","hit"
102,1,34,6,1,202,885,2,1,3,1,1,3,"young","blau","hit"
102,1,35,2,0,201,733,6,1,5,0,1,1,"young","pink","correct rejection"
102,1,36,8,0,212,1017,2,0,1,1,0,0,"young","rot","false alarm"
102,1,37,8,1,202,1291,8,0,2,1,1,3,"young","grün","hit"
102,1,38,2,1,202,859,8,1,2,1,1,3,"young","grün","hit"
102,1,39,8,1,202,988,2,1,7,1,1,3,"young","orange","hit"
102,1,40,6,0,212,1735,8,1,4,1,0,0,"young","gelb","false alarm"
102,1,41,6,0,212,965,6,0,5,1,0,0,"young","pink","false alarm"
102,1,42,4,0,201,754,6,0,5,0,1,1,"young","pink","correct rejection"
102,1,43,6,0,212,1557,4,0,2,1,0,0,"young","grün","false alarm"
102,1,44,6,1,202,898,6,0,2,1,1,3,"young","grün","hit"
102,1,45,6,1,211,1073,6,1,5,0,0,2,"young","pink","miss"
102,1,46,4,0,201,1193,6,1,4,0,1,1,"young","gelb","correct rejection"
102,1,47,4,0,212,1348,4,0,3,1,0,0,"young","blau","false alarm"
102,1,48,4,1,202,1145,4,0,8,1,1,3,"young","türkis","hit"
102,1,49,6,0,201,1062,4,1,2,0,1,1,"young","grün","correct rejection"
102,1,50,4,1,202,1223,6,0,4,1,1,3,"young","gelb","hit"
102,1,51,2,0,201,746,4,1,4,0,1,1,"young","gelb","correct rejection"
102,1,52,8,1,202,807,2,0,5,1,1,3,"young","pink","hit"
102,1,53,8,1,202,5713,8,1,4,1,1,3,"young","gelb","hit"
102,1,54,8,0,201,832,8,1,1,0,1,1,"young","rot","correct rejection"
102,1,55,8,0,201,1065,8,0,6,0,1,1,"young","schwarz","correct rejection"
102,1,56,6,1,202,834,8,0,7,1,1,3,"young","orange","hit"
102,1,57,4,1,202,836,6,1,4,1,1,3,"young","gelb","hit"
102,1,58,8,1,202,908,4,1,3,1,1,3,"young","blau","hit"
102,1,59,4,1,202,899,8,1,5,1,1,3,"young","pink","hit"
102,1,60,6,1,202,1713,4,1,4,1,1,3,"young","gelb","hit"
102,1,61,8,1,202,752,6,1,6,1,1,3,"young","schwarz","hit"
102,1,62,2,0,201,812,8,1,3,0,1,1,"young","blau","correct rejection"
102,1,63,2,0,201,1030,2,0,7,0,1,1,"young","orange","correct rejection"
102,1,64,2,1,202,1360,2,0,1,1,1,3,"young","rot","hit"
102,1,65,2,1,202,957,2,1,1,1,1,3,"young","rot","hit"
102,2,1,4,0,201,3231,0,0,8,0,1,1,"young","türkis","correct rejection"
102,2,2,4,1,202,841,4,0,5,1,1,3,"young","pink","hit"
102,2,3,4,0,201,1347,4,1,2,0,1,1,"young","grün","correct rejection"
102,2,4,2,1,211,5112,4,0,8,0,0,2,"young","türkis","miss"
102,2,5,2,1,202,1864,2,1,3,1,1,3,"young","blau","hit"
102,2,6,4,1,202,1057,2,1,8,1,1,3,"young","türkis","hit"
102,2,7,8,1,202,1193,4,1,4,1,1,3,"young","gelb","hit"
102,2,8,6,0,212,2676,8,1,2,1,0,0,"young","grün","false alarm"
102,2,9,2,0,201,1029,6,0,6,0,1,1,"young","schwarz","correct rejection"
102,2,10,2,0,212,911,2,0,3,1,0,0,"young","blau","false alarm"
102,2,11,4,0,201,1661,2,0,8,0,1,1,"young","türkis","correct rejection"
102,2,12,4,0,201,1133,4,0,4,0,1,1,"young","gelb","correct rejection"
102,2,13,2,0,201,1075,4,0,6,0,1,1,"young","schwarz","correct rejection"
102,2,14,8,1,211,1914,2,0,3,0,0,2,"young","blau","miss"
102,2,15,4,0,201,1050,8,1,6,0,1,1,"young","schwarz","correct rejection"
102,2,16,8,1,211,4377,4,0,3,0,0,2,"young","blau","miss"
102,2,17,2,0,201,838,8,1,2,0,1,1,"young","grün","correct rejection"
102,2,18,8,0,212,1056,2,0,7,1,0,0,"young","orange","false alarm"
102,2,19,8,0,212,2416,8,0,8,1,0,0,"young","türkis","false alarm"
102,2,20,4,0,201,890,8,0,1,0,1,1,"young","rot","correct rejection"
102,2,21,8,0,201,1409,4,0,2,0,1,1,"young","grün","correct rejection"
102,2,22,6,1,202,1156,8,0,8,1,1,3,"young","türkis","hit"
102,2,23,2,0,201,745,6,1,5,0,1,1,"young","pink","correct rejection"
102,2,24,6,0,212,1150,2,0,8,1,0,0,"young","türkis","false alarm"
102,2,25,6,0,201,874,6,0,7,0,1,1,"young","orange","correct rejection"
102,2,26,6,1,202,1122,6,0,1,1,1,3,"young","rot","hit"
102,2,27,6,0,212,2440,6,1,4,1,0,0,"young","gelb","false alarm"
102,2,28,4,1,202,858,6,0,8,1,1,3,"young","türkis","hit"
102,2,29,2,0,201,746,4,1,7,0,1,1,"young","orange","correct rejection"
102,2,30,4,1,202,815,2,0,4,1,1,3,"young","gelb","hit"
102,2,31,6,0,201,849,4,1,5,0,1,1,"young","pink","correct rejection"
102,2,32,2,1,202,778,6,0,3,1,1,3,"young","blau","hit"
102,2,33,2,0,201,813,2,1,1,0,1,1,"young","rot","correct rejection"
102,2,34,6,1,202,1496,2,0,1,1,1,3,"young","rot","hit"
102,2,35,4,0,212,1375,6,1,7,1,0,0,"young","orange","false alarm"
102,2,36,6,0,212,1851,4,0,2,1,0,0,"young","grün","false alarm"
102,2,37,4,0,201,788,6,0,4,0,1,1,"young","gelb","correct rejection"
